.index,.value,.conf_lo,.conf_hi,Month
02/09/2022,1.542970213,NA,NA,5 months
03/09/2022,0.547424306,NA,NA,5 months
04/09/2022,1.745832292,NA,NA,5 months
05/09/2022,1.331801736,NA,NA,5 months
06/09/2022,0.619145833,NA,NA,5 months
07/09/2022,0.8949875,NA,NA,5 months
08/09/2022,0.491457292,NA,NA,5 months
09/09/2022,2.395101042,NA,NA,5 months
10/09/2022,2.84719375,NA,NA,5 months
11/09/2022,0.977669792,NA,NA,5 months
12/09/2022,0.421713793,NA,NA,5 months
13/09/2022,1.337136507,-4.514280804,7.188553818,5 months
14/09/2022,1.187470203,-4.663947108,7.038887514,5 months
15/09/2022,1.42866615,-4.422751161,7.280083462,5 months
16/09/2022,1.308365443,-4.543051868,7.159782754,5 months
17/09/2022,1.650901527,-4.200515785,7.502318838,5 months
18/09/2022,1.796135557,-4.055281754,7.647552868,5 months
19/09/2022,1.362291362,-4.489125949,7.213708674,5 months
20/09/2022,1.5917073,-4.259710011,7.443124611,5 months
21/09/2022,1.435865294,-4.415552017,7.287282606,5 months
22/09/2022,1.670661193,-4.180756118,7.522078504,5 months
23/09/2022,1.543787282,-4.307630029,7.395204593,5 months
24/09/2022,1.274937532,-4.576479779,7.126354844,5 months
25/09/2022,1.413413799,-4.438003513,7.26483111,5 months
26/09/2022,0.972803322,-4.878613989,6.824220634,5 months
27/09/2022,1.195501399,-4.655915912,7.046918711,5 months
28/09/2022,1.033047083,-4.818370228,6.884464394,5 months
29/09/2022,1.261393026,-4.590024285,7.112810338,5 months
30/09/2022,1.128287487,-4.723129824,6.979704798,5 months
01/10/2022,1.336398585,-4.515018726,7.187815896,5 months
02/10/2022,1.691728708,-4.159688603,7.54314602,5 months
03/10/2022,1.245861563,-4.605555748,7.097278874,5 months
04/10/2022,1.463726911,-4.387690401,7.315144222,5 months
05/10/2022,1.552201698,-4.299215614,7.403619009,5 months
06/10/2022,1.776692574,-4.074724737,7.628109885,5 months
07/10/2022,1.384984601,-4.46643271,7.236401912,5 months
08/10/2022,1.542661196,-4.308756115,7.394078508,5 months
09/10/2022,1.673380185,-4.178037126,7.524797496,5 months
10/10/2022,1.22601757,-4.625399741,7.077434881,5 months
11/10/2022,1.443033834,-4.408383477,7.294451146,5 months
12/10/2022,1.531317982,-4.32009933,7.382735293,5 months
13/10/2022,1.756283132,-4.09513418,7.607700443,5 months
14/10/2022,1.36571512,-4.485702191,7.217132431,5 months
15/10/2022,1.259454089,-4.591963222,7.110871401,5 months
16/10/2022,1.39262369,-4.458793621,7.244041002,5 months
17/10/2022,0.94834514,-4.903072171,6.799762451,5 months
18/10/2022,1.169056769,-4.682360543,7.02047408,5 months
19/10/2022,1.261619898,-4.589797413,7.11303721,5 months
20/10/2022,1.491414615,-4.360002697,7.342831926,5 months
21/10/2022,1.106188586,-4.745228725,6.957605898,5 months
22/10/2022,1.271477213,-4.579940098,7.122894524,5 months
23/10/2022,1.410879969,-4.440537342,7.26229728,5 months
24/10/2022,0.973204551,-4.87821276,6.824621863,5 months
25/10/2022,1.200833651,-4.65058366,7.052250962,5 months
26/10/2022,1.300569534,-4.550847777,7.151986845,5 months
27/10/2022,1.537730265,-4.313687046,7.389147577,5 months
28/10/2022,1.159999002,-4.691418309,7.011416313,5 months
29/10/2022,1.143322568,-4.708094744,6.994739879,5 months
30/10/2022,1.290276609,-4.561140702,7.14169392,5 months
31/10/2022,0.86007784,-4.991339471,6.711495151,5 months
01/11/2022,1.021910354,-4.829506957,6.873327666,5 months
02/11/2022,1.406874327,-4.444542984,7.258291638,5 months
03/11/2022,1.650873196,-4.200544115,7.502290507,5 months
04/11/2022,1.534924853,-4.316492458,7.386342164,5 months
05/11/2022,1.278630484,-4.572786827,7.130047795,5 months
06/11/2022,1.431183175,-4.420234137,7.282600486,5 months
07/11/2022,0.750752671,-5.10066464,6.602169983,5 months
08/11/2022,0.990182531,-4.86123478,6.841599842,5 months
09/11/2022,1.100859674,-4.750557637,6.952276985,5 months
10/11/2022,1.347985288,-4.503432023,7.1994026,5 months
11/11/2022,1.234425108,-4.616992203,7.08584242,5 months
12/11/2022,1.584434595,-4.266982716,7.435851906,5 months
13/11/2022,1.737788126,-4.113629186,7.589205437,5 months
14/11/2022,1.057321038,-4.794096273,6.908738349,5 months
15/11/2022,1.295855734,-4.555561577,7.147273046,5 months
16/11/2022,1.404764288,-4.446653024,7.256181599,5 months
17/11/2022,1.649239524,-4.202177787,7.500656835,5 months
18/11/2022,1.532145424,-4.319271887,7.383562736,5 months
19/11/2022,1.708265116,-4.143152195,7.559682427,5 months
20/11/2022,1.856339161,-3.99507815,7.707756473,5 months
21/11/2022,1.169743962,-4.681673349,7.021161273,5 months
22/11/2022,1.401326861,-4.450090451,7.252744172,5 months
23/11/2022,1.502491348,-4.348925964,7.353908659,5 months
24/11/2022,1.73846796,-4.112949351,7.589885271,5 months
25/11/2022,1.612164455,-4.239252856,7.463581766,5 months
26/11/2022,1.153675887,-4.697741425,7.005093198,5 months
27/11/2022,1.291273101,-4.56014421,7.142690412,5 months
28/11/2022,0.593654971,-5.25776234,6.445072283,5 months
29/11/2022,0.813733621,-5.03768369,6.665150932,5 months
30/11/2022,0.902981544,-4.948435767,6.754398856,5 months
01/12/2022,1.207254646,-4.644162665,7.058671957,5 months
02/12/2022,1.290918161,-4.56049915,7.142335472,5 months
03/12/2022,1.444462504,-4.406954807,7.295879816,5 months
04/12/2022,1.569250759,-4.282166552,7.420668071,5 months
05/12/2022,1.114095101,-4.73732221,6.965512413,5 months
06/12/2022,1.321403973,-4.530013338,7.172821284,5 months
07/12/2022,1.142733316,-4.708683996,6.994150627,5 months
08/12/2022,1.354056358,-4.497360953,7.205473669,5 months
09/12/2022,1.203145557,-4.648271755,7.054562868,5 months
10/12/2022,1.51447008,-4.336947232,7.365887391,5 months
11/12/2022,1.628030093,-4.223387218,7.479447404,5 months
12/12/2022,1.162190635,-4.689226676,7.013607946,5 months
13/12/2022,1.359432369,-4.491984943,7.21084968,5 months
14/12/2022,1.171379519,-4.680037792,7.022796831,5 months
15/12/2022,1.374069132,-4.477348179,7.225486443,5 months
16/12/2022,1.215332506,-4.636084805,7.066749818,5 months
17/12/2022,0.914999384,-4.936417927,6.766416695,5 months
18/12/2022,1.022503116,-4.828914196,6.873920427,5 months
19/12/2022,0.55155718,-5.299860131,6.402974492,5 months
20/12/2022,0.744676905,-5.106740406,6.596094216,5 months
21/12/2022,0.553514281,-5.29790303,6.404931593,5 months
22/12/2022,0.754126975,-5.097290337,6.605544286,5 months
23/12/2022,0.594359569,-5.257057742,6.44577688,5 months
24/12/2022,0.539741103,-5.311676208,6.391158414,5 months
25/12/2022,0.648316211,-5.2031011,6.499733522,5 months
26/12/2022,0.179482532,-5.671934779,6.030899844,5 months
27/12/2022,0.37573852,-5.475678791,6.227155832,5 months
28/12/2022,0.188711833,-5.662705478,6.040129145,5 months
29/12/2022,0.394428492,-5.456988819,6.245845804,5 months
30/12/2022,0.240694328,-5.610722983,6.092111639,5 months
31/12/2022,0.382514847,-5.468902465,6.233932158,5 months
01/01/2023,1.22019054,-4.631226771,7.071607851,5 months
02/01/2023,1.037986962,-4.81343035,6.889404273,5 months
03/01/2023,1.243473711,-4.6079436,7.094891022,5 months
04/01/2023,1.321610929,-4.529806382,7.173028241,5 months
05/01/2023,1.537763604,-4.313653707,7.389180915,5 months
06/01/2023,1.394952519,-4.456464792,7.24636983,5 months
07/01/2023,1.142724555,-4.708692756,6.994141866,5 months
08/01/2023,1.590256089,-4.261161223,7.4416734,5 months
09/01/2023,1.141823709,-4.709593602,6.993241021,5 months
10/01/2023,1.359332635,-4.492084676,7.210749946,5 months
11/01/2023,1.449543961,-4.40187335,7.300961272,5 months
12/01/2023,1.677731656,-4.173685655,7.529148967,5 months
13/01/2023,1.546825755,-4.304591556,7.398243067,5 months
14/01/2023,1.306283354,-4.545133957,7.157700665,5 months
15/01/2023,1.160499874,-4.690917437,7.011917185,5 months
16/01/2023,0.723051779,-5.128365532,6.574469091,5 months
17/01/2023,0.951068699,-4.900348612,6.802486011,5 months
18/01/2023,1.051232641,-4.80018467,6.902649952,5 months
19/01/2023,1.288742793,-4.562674519,7.140160104,5 months
20/01/2023,1.166459317,-4.684957994,7.017876628,5 months
21/01/2023,0.933774918,-4.917642393,6.785192229,5 months
22/01/2023,1.040720123,-4.810697188,6.892137435,5 months
23/01/2023,0.609432553,-5.241984759,6.460849864,5 months
24/01/2023,0.842690395,-5.008726916,6.694107707,5 months
25/01/2023,0.947138081,-4.90427923,6.798555392,5 months
26/01/2023,1.187944911,-4.6634724,7.039362222,5 months
27/01/2023,1.067949139,-4.783468172,6.919366451,5 months
28/01/2023,0.836529772,-5.01488754,6.687947083,5 months
29/01/2023,1.133234091,-4.71818322,6.984651402,5 months
30/01/2023,0.701158739,-5.150258572,6.552576051,5 months
31/01/2023,0.932615684,-4.918801627,6.784032995,5 months
01/02/2023,1.408144004,-4.443273307,7.259561316,5 months
02/02/2023,1.867679565,-3.983737747,7.719096876,5 months
03/02/2023,1.742998458,-4.108418854,7.594415769,5 months
04/02/2023,1.761304893,-4.090112418,7.612722204,5 months
05/02/2023,1.785873854,-4.065543457,7.637291165,5 months
06/02/2023,1.346632283,-4.504785028,7.198049594,5 months
07/02/2023,1.314927824,-4.536489488,7.166345135,5 months
08/02/2023,1.408085981,-4.44333133,7.259503292,5 months
09/02/2023,1.636091449,-4.215325863,7.48750876,5 months
10/02/2023,1.501905162,-4.349512149,7.353322473,5 months
11/02/2023,1.510335292,-4.341082019,7.361752603,5 months
12/02/2023,1.790490189,-4.060927123,7.6419075,5 months
12/05/2022,4.707935602,NA,NA,6 months
13/05/2022,3.025999306,NA,NA,6 months
14/05/2022,2.652584722,NA,NA,6 months
15/05/2022,3.176898611,NA,NA,6 months
16/05/2022,3.199274306,NA,NA,6 months
17/05/2022,2.775901389,NA,NA,6 months
18/05/2022,2.69595625,NA,NA,6 months
19/05/2022,2.640545139,NA,NA,6 months
20/05/2022,1.935965972,NA,NA,6 months
21/05/2022,2.38895415,NA,NA,6 months
24/05/2022,0.762715966,NA,NA,6 months
25/05/2022,2.151674306,NA,NA,6 months
26/05/2022,2.745491111,NA,NA,6 months
31/05/2022,0.794618182,NA,NA,6 months
01/06/2022,2.029339024,NA,NA,6 months
02/06/2022,2.484563542,NA,NA,6 months
03/06/2022,2.88139375,NA,NA,6 months
04/06/2022,2.595713194,NA,NA,6 months
05/06/2022,2.010494444,NA,NA,6 months
06/06/2022,2.638295833,NA,NA,6 months
07/06/2022,2.779093056,NA,NA,6 months
08/06/2022,1.428313986,NA,NA,6 months
09/06/2022,0.914211458,NA,NA,6 months
10/06/2022,2.171935069,NA,NA,6 months
11/06/2022,2.765937847,NA,NA,6 months
12/06/2022,2.286890625,NA,NA,6 months
13/06/2022,1.559672917,NA,NA,6 months
14/06/2022,0.494092014,NA,NA,6 months
15/06/2022,1.289817822,NA,NA,6 months
16/06/2022,1.545923684,NA,NA,6 months
17/06/2022,1.698937153,NA,NA,6 months
18/06/2022,1.368589583,NA,NA,6 months
19/06/2022,0.893864931,NA,NA,6 months
20/06/2022,2.145393056,NA,NA,6 months
21/06/2022,0.387551389,NA,NA,6 months
22/06/2022,0.623340278,NA,NA,6 months
23/06/2022,1.670668403,NA,NA,6 months
24/06/2022,1.394745833,NA,NA,6 months
25/06/2022,1.258885417,NA,NA,6 months
26/06/2022,1.804852431,NA,NA,6 months
27/06/2022,1.018317708,NA,NA,6 months
28/06/2022,1.217724306,NA,NA,6 months
29/06/2022,1.737663889,NA,NA,6 months
30/06/2022,2.712030061,NA,NA,6 months
01/07/2022,2.231082759,NA,NA,6 months
02/07/2022,1.901282986,NA,NA,6 months
03/07/2022,2.300810764,NA,NA,6 months
04/07/2022,0.824482986,NA,NA,6 months
05/07/2022,1.447805903,NA,NA,6 months
06/07/2022,1.542794444,NA,NA,6 months
07/07/2022,0.855107292,NA,NA,6 months
08/07/2022,1.538985417,NA,NA,6 months
09/07/2022,1.206404167,NA,NA,6 months
10/07/2022,2.258291667,NA,NA,6 months
11/07/2022,1.820593056,NA,NA,6 months
12/07/2022,1.849984028,NA,NA,6 months
13/07/2022,1.723466667,NA,NA,6 months
14/07/2022,1.156826042,NA,NA,6 months
15/07/2022,0.386513889,NA,NA,6 months
16/07/2022,1.292538542,NA,NA,6 months
17/07/2022,2.503977778,NA,NA,6 months
18/07/2022,0.450251042,NA,NA,6 months
19/07/2022,2.400854514,NA,NA,6 months
20/07/2022,1.86106875,NA,NA,6 months
21/07/2022,3.167716319,NA,NA,6 months
22/07/2022,2.406262847,NA,NA,6 months
23/07/2022,1.837045139,NA,NA,6 months
24/07/2022,1.641955556,NA,NA,6 months
25/07/2022,0.815207986,NA,NA,6 months
26/07/2022,2.833456944,NA,NA,6 months
27/07/2022,1.91151195,NA,NA,6 months
28/07/2022,1.945563366,NA,NA,6 months
29/07/2022,0.544959375,NA,NA,6 months
30/07/2022,1.5553875,NA,NA,6 months
31/07/2022,3.001889083,NA,NA,6 months
01/08/2022,0.30229661,NA,NA,6 months
02/08/2022,1.293307292,NA,NA,6 months
03/08/2022,2.780509375,NA,NA,6 months
04/08/2022,1.637516319,NA,NA,6 months
05/08/2022,2.548803819,NA,NA,6 months
06/08/2022,2.017529167,NA,NA,6 months
07/08/2022,1.309562153,NA,NA,6 months
08/08/2022,1.717640625,NA,NA,6 months
09/08/2022,1.532463542,NA,NA,6 months
10/08/2022,1.569150347,NA,NA,6 months
11/08/2022,1.485265278,NA,NA,6 months
12/08/2022,1.576089236,NA,NA,6 months
13/08/2022,1.639046875,NA,NA,6 months
14/08/2022,1.2397625,NA,NA,6 months
15/08/2022,0.802059722,NA,NA,6 months
16/08/2022,0.751621528,NA,NA,6 months
17/08/2022,1.469442014,NA,NA,6 months
18/08/2022,1.123939236,NA,NA,6 months
19/08/2022,0.783787847,NA,NA,6 months
20/08/2022,1.290105556,NA,NA,6 months
21/08/2022,0.955396181,NA,NA,6 months
22/08/2022,1.357744906,NA,NA,6 months
23/08/2022,2.597292014,NA,NA,6 months
24/08/2022,1.482247569,NA,NA,6 months
25/08/2022,2.006594097,NA,NA,6 months
26/08/2022,1.991759028,NA,NA,6 months
27/08/2022,1.388339583,NA,NA,6 months
28/08/2022,1.538382639,NA,NA,6 months
29/08/2022,1.116085069,NA,NA,6 months
30/08/2022,2.266723264,NA,NA,6 months
31/08/2022,1.41150722,NA,NA,6 months
01/09/2022,1.830452083,NA,NA,6 months
02/09/2022,1.542970213,NA,NA,6 months
03/09/2022,0.547424306,NA,NA,6 months
04/09/2022,1.745832292,NA,NA,6 months
05/09/2022,1.331801736,NA,NA,6 months
06/09/2022,0.619145833,NA,NA,6 months
07/09/2022,0.8949875,NA,NA,6 months
08/09/2022,0.491457292,NA,NA,6 months
09/09/2022,2.395101042,NA,NA,6 months
10/09/2022,2.84719375,NA,NA,6 months
11/09/2022,0.977669792,NA,NA,6 months
12/09/2022,0.421713793,NA,NA,6 months
13/09/2022,1.337136507,-4.514280804,7.188553818,6 months
14/09/2022,1.187470203,-4.663947108,7.038887514,6 months
15/09/2022,1.42866615,-4.422751161,7.280083462,6 months
16/09/2022,1.308365443,-4.543051868,7.159782754,6 months
17/09/2022,1.650901527,-4.200515785,7.502318838,6 months
18/09/2022,1.796135557,-4.055281754,7.647552868,6 months
19/09/2022,1.362291362,-4.489125949,7.213708674,6 months
20/09/2022,1.5917073,-4.259710011,7.443124611,6 months
21/09/2022,1.435865294,-4.415552017,7.287282606,6 months
22/09/2022,1.670661193,-4.180756118,7.522078504,6 months
23/09/2022,1.543787282,-4.307630029,7.395204593,6 months
24/09/2022,1.274937532,-4.576479779,7.126354844,6 months
25/09/2022,1.413413799,-4.438003513,7.26483111,6 months
26/09/2022,0.972803322,-4.878613989,6.824220634,6 months
27/09/2022,1.195501399,-4.655915912,7.046918711,6 months
28/09/2022,1.033047083,-4.818370228,6.884464394,6 months
29/09/2022,1.261393026,-4.590024285,7.112810338,6 months
30/09/2022,1.128287487,-4.723129824,6.979704798,6 months
01/10/2022,1.336398585,-4.515018726,7.187815896,6 months
02/10/2022,1.691728708,-4.159688603,7.54314602,6 months
03/10/2022,1.245861563,-4.605555748,7.097278874,6 months
04/10/2022,1.463726911,-4.387690401,7.315144222,6 months
05/10/2022,1.552201698,-4.299215614,7.403619009,6 months
06/10/2022,1.776692574,-4.074724737,7.628109885,6 months
07/10/2022,1.384984601,-4.46643271,7.236401912,6 months
08/10/2022,1.542661196,-4.308756115,7.394078508,6 months
09/10/2022,1.673380185,-4.178037126,7.524797496,6 months
10/10/2022,1.22601757,-4.625399741,7.077434881,6 months
11/10/2022,1.443033834,-4.408383477,7.294451146,6 months
12/10/2022,1.531317982,-4.32009933,7.382735293,6 months
13/10/2022,1.756283132,-4.09513418,7.607700443,6 months
14/10/2022,1.36571512,-4.485702191,7.217132431,6 months
15/10/2022,1.259454089,-4.591963222,7.110871401,6 months
16/10/2022,1.39262369,-4.458793621,7.244041002,6 months
17/10/2022,0.94834514,-4.903072171,6.799762451,6 months
18/10/2022,1.169056769,-4.682360543,7.02047408,6 months
19/10/2022,1.261619898,-4.589797413,7.11303721,6 months
20/10/2022,1.491414615,-4.360002697,7.342831926,6 months
21/10/2022,1.106188586,-4.745228725,6.957605898,6 months
22/10/2022,1.271477213,-4.579940098,7.122894524,6 months
23/10/2022,1.410879969,-4.440537342,7.26229728,6 months
24/10/2022,0.973204551,-4.87821276,6.824621863,6 months
25/10/2022,1.200833651,-4.65058366,7.052250962,6 months
26/10/2022,1.300569534,-4.550847777,7.151986845,6 months
27/10/2022,1.537730265,-4.313687046,7.389147577,6 months
28/10/2022,1.159999002,-4.691418309,7.011416313,6 months
29/10/2022,1.143322568,-4.708094744,6.994739879,6 months
30/10/2022,1.290276609,-4.561140702,7.14169392,6 months
31/10/2022,0.86007784,-4.991339471,6.711495151,6 months
01/11/2022,1.021910354,-4.829506957,6.873327666,6 months
02/11/2022,1.406874327,-4.444542984,7.258291638,6 months
03/11/2022,1.650873196,-4.200544115,7.502290507,6 months
04/11/2022,1.534924853,-4.316492458,7.386342164,6 months
05/11/2022,1.278630484,-4.572786827,7.130047795,6 months
06/11/2022,1.431183175,-4.420234137,7.282600486,6 months
07/11/2022,0.750752671,-5.10066464,6.602169983,6 months
08/11/2022,0.990182531,-4.86123478,6.841599842,6 months
09/11/2022,1.100859674,-4.750557637,6.952276985,6 months
10/11/2022,1.347985288,-4.503432023,7.1994026,6 months
11/11/2022,1.234425108,-4.616992203,7.08584242,6 months
12/11/2022,1.584434595,-4.266982716,7.435851906,6 months
13/11/2022,1.737788126,-4.113629186,7.589205437,6 months
14/11/2022,1.057321038,-4.794096273,6.908738349,6 months
15/11/2022,1.295855734,-4.555561577,7.147273046,6 months
16/11/2022,1.404764288,-4.446653024,7.256181599,6 months
17/11/2022,1.649239524,-4.202177787,7.500656835,6 months
18/11/2022,1.532145424,-4.319271887,7.383562736,6 months
19/11/2022,1.708265116,-4.143152195,7.559682427,6 months
20/11/2022,1.856339161,-3.99507815,7.707756473,6 months
21/11/2022,1.169743962,-4.681673349,7.021161273,6 months
22/11/2022,1.401326861,-4.450090451,7.252744172,6 months
23/11/2022,1.502491348,-4.348925964,7.353908659,6 months
24/11/2022,1.73846796,-4.112949351,7.589885271,6 months
25/11/2022,1.612164455,-4.239252856,7.463581766,6 months
26/11/2022,1.153675887,-4.697741425,7.005093198,6 months
27/11/2022,1.291273101,-4.56014421,7.142690412,6 months
28/11/2022,0.593654971,-5.25776234,6.445072283,6 months
29/11/2022,0.813733621,-5.03768369,6.665150932,6 months
30/11/2022,0.902981544,-4.948435767,6.754398856,6 months
01/12/2022,1.207254646,-4.644162665,7.058671957,6 months
02/12/2022,1.290918161,-4.56049915,7.142335472,6 months
03/12/2022,1.444462504,-4.406954807,7.295879816,6 months
04/12/2022,1.569250759,-4.282166552,7.420668071,6 months
05/12/2022,1.114095101,-4.73732221,6.965512413,6 months
06/12/2022,1.321403973,-4.530013338,7.172821284,6 months
07/12/2022,1.142733316,-4.708683996,6.994150627,6 months
08/12/2022,1.354056358,-4.497360953,7.205473669,6 months
09/12/2022,1.203145557,-4.648271755,7.054562868,6 months
10/12/2022,1.51447008,-4.336947232,7.365887391,6 months
11/12/2022,1.628030093,-4.223387218,7.479447404,6 months
12/12/2022,1.162190635,-4.689226676,7.013607946,6 months
13/12/2022,1.359432369,-4.491984943,7.21084968,6 months
14/12/2022,1.171379519,-4.680037792,7.022796831,6 months
15/12/2022,1.374069132,-4.477348179,7.225486443,6 months
16/12/2022,1.215332506,-4.636084805,7.066749818,6 months
17/12/2022,0.914999384,-4.936417927,6.766416695,6 months
18/12/2022,1.022503116,-4.828914196,6.873920427,6 months
19/12/2022,0.55155718,-5.299860131,6.402974492,6 months
20/12/2022,0.744676905,-5.106740406,6.596094216,6 months
21/12/2022,0.553514281,-5.29790303,6.404931593,6 months
22/12/2022,0.754126975,-5.097290337,6.605544286,6 months
23/12/2022,0.594359569,-5.257057742,6.44577688,6 months
24/12/2022,0.539741103,-5.311676208,6.391158414,6 months
25/12/2022,0.648316211,-5.2031011,6.499733522,6 months
26/12/2022,0.179482532,-5.671934779,6.030899844,6 months
27/12/2022,0.37573852,-5.475678791,6.227155832,6 months
28/12/2022,0.188711833,-5.662705478,6.040129145,6 months
29/12/2022,0.394428492,-5.456988819,6.245845804,6 months
30/12/2022,0.240694328,-5.610722983,6.092111639,6 months
31/12/2022,0.382514847,-5.468902465,6.233932158,6 months
01/01/2023,1.22019054,-4.631226771,7.071607851,6 months
02/01/2023,1.037986962,-4.81343035,6.889404273,6 months
03/01/2023,1.243473711,-4.6079436,7.094891022,6 months
04/01/2023,1.321610929,-4.529806382,7.173028241,6 months
05/01/2023,1.537763604,-4.313653707,7.389180915,6 months
06/01/2023,1.394952519,-4.456464792,7.24636983,6 months
07/01/2023,1.142724555,-4.708692756,6.994141866,6 months
08/01/2023,1.590256089,-4.261161223,7.4416734,6 months
09/01/2023,1.141823709,-4.709593602,6.993241021,6 months
10/01/2023,1.359332635,-4.492084676,7.210749946,6 months
11/01/2023,1.449543961,-4.40187335,7.300961272,6 months
12/01/2023,1.677731656,-4.173685655,7.529148967,6 months
13/01/2023,1.546825755,-4.304591556,7.398243067,6 months
14/01/2023,1.306283354,-4.545133957,7.157700665,6 months
15/01/2023,1.160499874,-4.690917437,7.011917185,6 months
16/01/2023,0.723051779,-5.128365532,6.574469091,6 months
17/01/2023,0.951068699,-4.900348612,6.802486011,6 months
18/01/2023,1.051232641,-4.80018467,6.902649952,6 months
19/01/2023,1.288742793,-4.562674519,7.140160104,6 months
20/01/2023,1.166459317,-4.684957994,7.017876628,6 months
21/01/2023,0.933774918,-4.917642393,6.785192229,6 months
22/01/2023,1.040720123,-4.810697188,6.892137435,6 months
23/01/2023,0.609432553,-5.241984759,6.460849864,6 months
24/01/2023,0.842690395,-5.008726916,6.694107707,6 months
25/01/2023,0.947138081,-4.90427923,6.798555392,6 months
26/01/2023,1.187944911,-4.6634724,7.039362222,6 months
27/01/2023,1.067949139,-4.783468172,6.919366451,6 months
28/01/2023,0.836529772,-5.01488754,6.687947083,6 months
29/01/2023,1.133234091,-4.71818322,6.984651402,6 months
30/01/2023,0.701158739,-5.150258572,6.552576051,6 months
31/01/2023,0.932615684,-4.918801627,6.784032995,6 months
01/02/2023,1.408144004,-4.443273307,7.259561316,6 months
02/02/2023,1.867679565,-3.983737747,7.719096876,6 months
03/02/2023,1.742998458,-4.108418854,7.594415769,6 months
04/02/2023,1.761304893,-4.090112418,7.612722204,6 months
05/02/2023,1.785873854,-4.065543457,7.637291165,6 months
06/02/2023,1.346632283,-4.504785028,7.198049594,6 months
07/02/2023,1.314927824,-4.536489488,7.166345135,6 months
08/02/2023,1.408085981,-4.44333133,7.259503292,6 months
09/02/2023,1.636091449,-4.215325863,7.48750876,6 months
10/02/2023,1.501905162,-4.349512149,7.353322473,6 months
11/02/2023,1.510335292,-4.341082019,7.361752603,6 months
12/02/2023,1.790490189,-4.060927123,7.6419075,6 months
13/02/2023,1.340918959,-4.510498352,7.19233627,6 months
14/02/2023,1.298809243,-4.552608069,7.150226554,6 months
15/02/2023,1.381590474,-4.469826837,7.233007785,6 months
16/02/2023,1.599352732,-4.252064579,7.450770043,6 months
17/02/2023,1.455163018,-4.396254293,7.306580329,6 months
18/02/2023,1.453935455,-4.397481857,7.305352766,6 months
19/02/2023,1.535361356,-4.316055956,7.386778667,6 months
20/02/2023,1.077137301,-4.774280011,6.928554612,6 months
21/02/2023,1.027029673,-4.824387639,6.878446984,6 months
22/02/2023,1.102565429,-4.748851883,6.95398274,6 months
23/02/2023,1.313928109,-4.537489202,7.16534542,6 months
24/02/2023,1.164273367,-4.687143944,7.015690679,6 months
25/02/2023,1.158598452,-4.69281886,7.010015763,6 months
26/02/2023,0.990978101,-4.86043921,6.842395412,6 months
27/02/2023,0.530565916,-5.320851395,6.381983228,6 months
28/02/2023,0.479497376,-5.371919936,6.330914687,6 months
01/03/2023,1.072505008,-4.778912304,6.923922319,6 months
02/03/2023,1.508003112,-4.343414199,7.359420424,6 months
03/03/2023,1.361361869,-4.490055443,7.21277918,6 months
04/03/2023,1.360092959,-4.491324352,7.21151027,6 months
05/03/2023,1.802981919,-4.048435392,7.654399231,6 months
06/03/2023,1.349804697,-4.501612614,7.201222008,6 months
07/03/2023,1.307387442,-4.54402987,7.158804753,6 months
08/03/2023,1.393299224,-4.458118087,7.244716535,6 months
09/03/2023,1.617746825,-4.233670486,7.469164136,6 months
10/03/2023,1.483889834,-4.367527477,7.335307146,6 months
11/03/2023,1.496709826,-4.354707485,7.348127137,6 months
12/03/2023,1.785461651,-4.065955661,7.636878962,6 months
12/05/2022,4.707935602,NA,NA,7 months
13/05/2022,3.025999306,NA,NA,7 months
14/05/2022,2.652584722,NA,NA,7 months
15/05/2022,3.176898611,NA,NA,7 months
16/05/2022,3.199274306,NA,NA,7 months
17/05/2022,2.775901389,NA,NA,7 months
18/05/2022,2.69595625,NA,NA,7 months
19/05/2022,2.640545139,NA,NA,7 months
20/05/2022,1.935965972,NA,NA,7 months
21/05/2022,2.38895415,NA,NA,7 months
24/05/2022,0.762715966,NA,NA,7 months
25/05/2022,2.151674306,NA,NA,7 months
26/05/2022,2.745491111,NA,NA,7 months
31/05/2022,0.794618182,NA,NA,7 months
01/06/2022,2.029339024,NA,NA,7 months
02/06/2022,2.484563542,NA,NA,7 months
03/06/2022,2.88139375,NA,NA,7 months
04/06/2022,2.595713194,NA,NA,7 months
05/06/2022,2.010494444,NA,NA,7 months
06/06/2022,2.638295833,NA,NA,7 months
07/06/2022,2.779093056,NA,NA,7 months
08/06/2022,1.428313986,NA,NA,7 months
09/06/2022,0.914211458,NA,NA,7 months
10/06/2022,2.171935069,NA,NA,7 months
11/06/2022,2.765937847,NA,NA,7 months
12/06/2022,2.286890625,NA,NA,7 months
13/06/2022,1.559672917,NA,NA,7 months
14/06/2022,0.494092014,NA,NA,7 months
15/06/2022,1.289817822,NA,NA,7 months
16/06/2022,1.545923684,NA,NA,7 months
17/06/2022,1.698937153,NA,NA,7 months
18/06/2022,1.368589583,NA,NA,7 months
19/06/2022,0.893864931,NA,NA,7 months
20/06/2022,2.145393056,NA,NA,7 months
21/06/2022,0.387551389,NA,NA,7 months
22/06/2022,0.623340278,NA,NA,7 months
23/06/2022,1.670668403,NA,NA,7 months
24/06/2022,1.394745833,NA,NA,7 months
25/06/2022,1.258885417,NA,NA,7 months
26/06/2022,1.804852431,NA,NA,7 months
27/06/2022,1.018317708,NA,NA,7 months
28/06/2022,1.217724306,NA,NA,7 months
29/06/2022,1.737663889,NA,NA,7 months
