Feha de la Medda,Hora de la Medda,FASE AB,FASE BC, FASE AC,FASE A,FASE B,FASE C ,NEUTRO,POTENA ATVA AB [W],POTENA ATVA B [W],POTENA ATVA  [W],,
07/04/2014,12:40:58,414.67,419.38,417.9,6.98,5.93,6.65,,,,,"5,011.22",5.01
07/04/2014,12:45:58,408.81,413.75,411.75,1.53,0,1.32,,,,,"1,047.71",1.05
07/04/2014,12:50:58,412.9,417.11,416.3,5.44,4.34,5.13,,,,,"3,883.57",3.88
07/04/2014,12:55:58,414.42,419.14,417.38,5.93,4.89,5.62,,,,,"4,261.46",4.26
07/04/2014,13:00:58,415.45,420.35,418.74,6.91,5.83,6.59,,,,,"4,972.96",4.97
07/04/2014,13:05:58,410.14,414.93,413.07,3.77,2.67,3.52,,,,,"2,681.21",2.68
07/04/2014,13:10:58,407.93,413.19,411.36,1.17,0,0,,,,,430.53,0.43
07/04/2014,13:15:58,406.38,411.28,409.35,0,0,0,,,,,0,0
07/04/2014,13:20:58,412.32,416.94,415.3,5.22,4.06,4.9,,,,,"3,713.89",3.71
07/04/2014,13:25:58,407.29,412.47,410.39,0.99,0,0,,,,,354.72,0.35
07/04/2014,13:30:58,410.02,414.93,412.96,3.35,2.11,3.07,,,,,"2,369.00",2.37
07/04/2014,13:35:58,414.49,419.25,417.43,6.33,5.2,6.04,,,,,"4,553.06",4.55
07/04/2014,13:40:58,413.29,418.65,416.52,5.29,4.16,4.96,,,,,"3,783.26",3.78
07/04/2014,13:45:58,410.6,415.93,414.4,3.29,2.05,3.02,,,,,"2,336.63",2.34
07/04/2014,13:50:58,407.64,412.49,410.81,1.5,0,1.3,,,,,"1,039.04",1.04
07/04/2014,13:55:58,408.7,413.93,412.49,1.43,0,1.2,,,,,967.57,0.97
07/04/2014,14:00:58,407.89,412.64,410.86,0,0,0,,,,,0,0
07/04/2014,14:05:58,413.78,419.12,417.45,6.4,5.29,6.07,,,,,"4,592.00",4.59
07/04/2014,14:10:58,407.11,412.46,410.76,1.41,0,1.11,,,,,925.89,0.93
07/04/2014,14:15:58,403.88,409.58,407.31,0,0,0,,,,,0,0
07/04/2014,14:20:58,403.87,409.7,407.49,0,0,0,,,,,0,0
07/04/2014,14:25:58,404.84,410.35,408.15,0,0,0,,,,,0,0
07/04/2014,14:30:58,404.59,410.19,408.01,0,0,0,,,,,0,0
07/04/2014,14:35:58,405.77,410.06,408.78,0,0,0,,,,,0,0
07/04/2014,14:40:58,405.69,410.21,408.92,0,0,0,,,,,0,0
07/04/2014,14:45:58,404.3,409.04,407.54,0,0,0,,,,,0,0
07/04/2014,14:50:58,408.44,413.69,411.71,3.06,1.92,2.77,,,,,"2,153.63",2.15
07/04/2014,14:55:58,405.33,410.82,409.18,0,0,0,,,,,0,0
07/04/2014,15:00:58,409.86,414.94,413.14,4.53,3.47,4.26,,,,,"3,221.21",3.22
07/04/2014,15:05:58,410.72,415.85,414.31,4.91,3.89,4.62,,,,,"3,492.71",3.49
07/04/2014,15:10:58,412.24,417.07,415.18,5.85,4.87,5.54,,,,,"4,175.59",4.18
07/04/2014,15:15:58,412.22,417.12,415.31,6.17,5.14,5.84,,,,,"4,395.68",4.4
07/04/2014,15:20:58,412.22,418.06,416.22,6.26,5.26,5.91,,,,,"4,460.99",4.46
07/04/2014,15:25:58,413.22,418.48,416.85,6.13,5.17,5.82,,,,,"4,393.79",4.39
07/04/2014,15:30:58,413.25,418.21,416.8,5.85,4.96,5.53,,,,,"4,183.46",4.18
07/04/2014,15:35:58,413.68,418.66,416.99,5.87,5,5.55,,,,,"4,202.98",4.2
07/04/2014,15:40:58,413.07,417.7,416.09,5.83,4.93,5.49,,,,,"4,155.16",4.16
07/04/2014,15:45:58,413.89,418.74,417.17,5.91,4.97,5.59,,,,,"4,230.71",4.23
07/04/2014,15:50:58,413.89,419.74,417.63,5.86,4.98,5.53,,,,,"4,198.76",4.2
07/04/2014,15:55:58,413.56,419.23,417.31,5.78,4.93,5.45,,,,,"4,135.84",4.14
07/04/2014,16:00:58,413.25,418.48,416.33,5.6,4.79,5.27,,,,,"4,003.21",4
07/04/2014,16:05:58,413.54,418.46,416.49,5.38,4.56,5.08,,,,,"3,852.21",3.85
07/04/2014,16:10:58,413.32,418.33,415.9,4.93,4.11,4.62,,,,,"3,519.00",3.52
07/04/2014,16:15:58,412.6,417.86,415.2,4.72,3.9,4.41,,,,,"3,364.60",3.36
07/04/2014,16:20:58,412.11,417.64,415.34,4.51,3.65,4.19,,,,,"3,203.39",3.2
07/04/2014,16:25:58,411.47,417.1,415.09,4.58,3.63,4.27,,,,,"3,249.87",3.25
07/04/2014,16:30:58,412.68,418.47,416.06,4.14,3.26,3.85,,,,,"2,954.97",2.95
07/04/2014,16:35:58,413.28,418.96,416.89,3.89,3.02,3.62,,,,,"2,790.51",2.79
07/04/2014,16:40:58,412.46,417.89,415.92,3.39,2.36,3.08,,,,,"2,396.28",2.4
07/04/2014,16:45:58,411.26,416.47,413.92,3.26,2.29,2.98,,,,,"2,311.14",2.31
07/04/2014,16:50:58,410.54,416.26,413.51,3.08,2.08,2.79,,,,,"2,172.03",2.17
07/04/2014,16:55:58,409.99,415.59,413.13,2.74,1.9,2.48,,,,,"1,937.61",1.94
07/04/2014,17:00:58,408.31,414.1,410.97,2.23,1.35,2,,,,,"1,564.12",1.56
07/04/2014,17:05:58,410.59,415.69,413.59,2.43,1.57,2.23,,,,,"1,732.26",1.73
07/04/2014,17:10:58,410.46,415.75,414.01,2.22,1.32,2.01,,,,,"1,565.55",1.57
07/04/2014,17:15:58,410.46,415.67,414.12,2.3,1.4,2.07,,,,,"1,618.58",1.62
07/04/2014,17:20:58,410.65,415.71,413.55,2.15,1.28,1.93,,,,,"1,517.71",1.52
07/04/2014,17:25:58,411.17,416.18,413.86,2.24,1.33,1.98,,,,,"1,570.98",1.57
07/04/2014,17:30:58,409.96,415.4,412.88,2.05,1.17,1.82,,,,,"1,436.33",1.44
07/04/2014,17:35:58,410.22,415.98,413.46,1.92,1.06,1.7,,,,,"1,347.22",1.35
07/04/2014,17:40:58,410.77,416.5,414.01,1.67,0,1.45,,,,,"1,159.77",1.16
07/04/2014,17:45:58,410.35,415.55,413.45,1.54,0,1.26,,,,,"1,032.89",1.03
07/04/2014,17:50:58,411.48,416.49,414.49,1.52,0,1.28,,,,,"1,025.42",1.03
07/04/2014,17:55:58,409.85,414.88,413.24,1.04,0,0,,,,,386.48,0.39
07/04/2014,18:00:58,411,415.96,414.08,0,0,0,,,,,0,0
07/04/2014,18:05:58,410.64,415.56,413.89,0,0,0,,,,,0,0
07/04/2014,18:10:58,408.95,414.11,412.77,0,0,0,,,,,0,0
07/04/2014,18:15:58,409.73,415.03,413.16,0,0,0,,,,,0,0
07/04/2014,18:20:58,408.93,413.48,412.05,0,0,0,,,,,0,0
07/04/2014,18:25:58,409.85,414.85,412.83,0,0,0,,,,,0,0
07/04/2014,18:30:58,407.18,412.08,410.37,0,0,0,,,,,0,0
07/04/2014,18:35:58,406.99,412.68,411.01,0,0,0,,,,,0,0
07/04/2014,18:40:58,407.11,412.72,411.28,0,0,0,,,,,0,0
07/04/2014,18:45:58,407.61,412.57,411.19,0,0,0,,,,,0,0
07/04/2014,18:50:58,405.09,409.48,409.09,0,0,0,,,,,0,0
07/04/2014,18:55:58,405.15,409.51,409.3,0,0,0,,,,,0,0
07/04/2014,19:00:58,405.32,409.72,408.7,0,0,0,,,,,0,0
07/04/2014,19:05:58,403.99,408.47,408.19,0,0,0,,,,,0,0
07/04/2014,19:10:58,402.83,407.8,407.23,0,0,0,,,,,0,0
07/04/2014,19:15:58,403.18,407.71,407.21,0,0,0,,,,,0,0
07/04/2014,19:20:58,403.93,408.2,407.87,0,0,0,,,,,0,0
07/04/2014,19:25:58,403.77,408.31,408.02,0,0,0,,,,,0,0
07/04/2014,19:30:58,402.84,407.81,406.89,0,0,0,,,,,0,0
07/04/2014,19:35:58,403.97,408.84,408.15,0,0,0,,,,,0,0
07/04/2014,19:40:58,404.35,408.78,408.43,0,0,0,,,,,0,0
07/04/2014,19:45:58,403.66,408.27,407.97,0,0,0,,,,,0,0
07/04/2014,19:50:58,404.33,408.64,408.58,0,0,0,,,,,0,0
07/04/2014,19:55:58,405.39,410.29,409.53,0,0,0,,,,,0,0
07/04/2014,20:00:58,405.27,410.35,409.7,0,0,0,,,,,0,0
07/04/2014,20:05:58,405.63,410.55,410.19,0,0,0,,,,,0,0
07/04/2014,20:10:58,405.71,410.65,410.54,0,0,0,,,,,0,0
07/04/2014,20:15:58,406.88,411.5,411.19,0,0,0,,,,,0,0
07/04/2014,20:20:58,407.7,412.56,412.24,0,0,0,,,,,0,0
07/04/2014,20:25:58,407.64,412.7,412.23,0,0,0,,,,,0,0
07/04/2014,20:30:58,408.88,413.6,413.51,0,0,0,,,,,0,0
07/04/2014,20:35:58,408.95,413.47,413.23,0,0,0,,,,,0,0
07/04/2014,20:40:58,408.88,413.76,413.81,0,0,0,,,,,0,0
07/04/2014,20:45:58,409.24,414.38,413.89,0,0,0,,,,,0,0
07/04/2014,20:50:58,409.64,414.66,414.33,0,0,0,,,,,0,0
07/04/2014,20:55:58,409.55,414.23,414.1,0,0,0,,,,,0,0
07/04/2014,21:00:58,407.76,412.22,412.28,0,0,0,,,,,0,0
07/04/2014,21:05:58,408.39,413.02,412.74,0,0,0,,,,,0,0
07/04/2014,21:10:58,406.87,411.55,411.1,0,0,0,,,,,0,0
07/04/2014,21:15:58,407.62,412.53,412.18,0,0,0,,,,,0,0
07/04/2014,21:20:58,407.15,412.44,411.49,0,0,0,,,,,0,0
07/04/2014,21:25:58,407.91,413.01,412.3,0,0,0,,,,,0,0
07/04/2014,21:30:58,406.39,411.49,410.88,0,0,0,,,,,0,0
07/04/2014,21:35:58,406.61,410.87,410.61,0,0,0,,,,,0,0
07/04/2014,21:40:58,406.15,411.17,410.54,0,0,0,,,,,0,0
07/04/2014,21:45:58,407.42,412.07,411.55,0,0,0,,,,,0,0
07/04/2014,21:50:58,407.12,411.97,411.07,0,0,0,,,,,0,0
07/04/2014,21:55:58,407.36,411.75,411.24,0,0,0,,,,,0,0
07/04/2014,22:00:58,407.51,412.25,411.54,0,0,0,,,,,0,0
07/04/2014,22:05:58,407.75,412.53,411.56,0,0,0,,,,,0,0
07/04/2014,22:10:58,408.34,413.14,412.49,0,0,0,,,,,0,0
07/04/2014,22:15:58,408.99,413.58,413.08,0,0,0,,,,,0,0
07/04/2014,22:20:58,409.02,413.84,413.1,0,0,0,,,,,0,0
07/04/2014,22:25:58,408.63,413.4,412.56,0,0,0,,,,,0,0
07/04/2014,22:30:58,406.04,411.02,410.2,0,0,0,,,,,0,0
07/04/2014,22:35:58,405.65,410.6,409.27,0,0,0,,,,,0,0
07/04/2014,22:40:58,405.15,410.29,409.69,0,0,0,,,,,0,0
07/04/2014,22:45:58,405.63,410.79,410.36,0,0,0,,,,,0,0
07/04/2014,22:50:58,406.49,411.8,411.55,0,0,0,,,,,0,0
07/04/2014,22:55:58,407.15,412.95,412.05,0,0,0,,,,,0,0
07/04/2014,23:00:58,406.75,412.61,411.97,0,0,0,,,,,0,0
07/04/2014,23:05:58,407,411.92,411.21,0,0,0,,,,,0,0
07/04/2014,23:10:58,406.46,411.81,411.3,0,0,0,,,,,0,0
07/04/2014,23:15:58,406.2,411.41,411.04,0,0,0,,,,,0,0
07/04/2014,23:20:58,405.53,411,410.26,0,0,0,,,,,0,0
07/04/2014,23:25:58,406.2,411.32,411.1,0,0,0,,,,,0,0
07/04/2014,23:30:58,405.93,411.1,410.5,0,0,0,,,,,0,0
07/04/2014,23:35:58,405.97,411.04,410.56,0,0,0,,,,,0,0
07/04/2014,23:40:58,406.42,411.51,410.68,0,0,0,,,,,0,0
07/04/2014,23:45:58,405.84,410.74,410.46,0,0,0,,,,,0,0
07/04/2014,23:50:58,405.82,410.79,410.51,0,0,0,,,,,0,0
07/04/2014,23:55:58,406.03,411.13,410.74,0,0,0,,,,,0,0
08/04/2014,00:00:58,406.53,412.26,411.51,0,0,0,,,,,0,0
08/04/2014,00:05:58,407.39,412.78,411.73,0,0,0,,,,,0,0
08/04/2014,00:10:58,406.26,411.75,411.27,0,0,0,,,,,0,0
08/04/2014,00:15:58,406.63,412.21,411.83,0,0,0,,,,,0,0
08/04/2014,00:20:58,406.65,412.45,411.63,0,0,0,,,,,0,0
08/04/2014,00:25:58,407.53,412.6,411.78,0,0,0,,,,,0,0
08/04/2014,00:30:58,408.3,413.64,412.9,0,0,0,,,,,0,0
08/04/2014,00:35:58,408.31,413.72,412.51,0,0,0,,,,,0,0
08/04/2014,00:40:58,408.55,413.94,413.16,0,0,0,,,,,0,0
08/04/2014,00:45:58,408.5,414.09,413.52,0,0,0,,,,,0,0
08/04/2014,00:50:58,406.96,412.58,411.53,0,0,0,,,,,0,0
08/04/2014,00:55:58,406.95,412.67,411.48,0,0,0,,,,,0,0
08/04/2014,01:00:58,407.28,413.07,411.72,0,0,0,,,,,0,0
08/04/2014,01:05:58,407.64,413.24,412.66,0,0,0,,,,,0,0
08/04/2014,01:10:58,407.11,412.69,412.15,0,0,0,,,,,0,0
08/04/2014,01:15:58,409.54,414.45,413.75,0,0,0,,,,,0,0
08/04/2014,01:20:58,408.28,413.88,413.3,0,0,0,,,,,0,0
08/04/2014,01:25:58,408.99,414.5,413.94,0,0,0,,,,,0,0
08/04/2014,01:30:58,407.31,412.65,411.82,0,0,0,,,,,0,0
08/04/2014,01:35:58,408.17,413.76,413.01,0,0,0,,,,,0,0
08/04/2014,01:40:58,407.98,413.47,412.93,0,0,0,,,,,0,0
08/04/2014,01:45:58,407.54,412.69,412.34,0,0,0,,,,,0,0
08/04/2014,01:50:58,408.47,413.77,413.28,0,0,0,,,,,0,0
08/04/2014,01:55:58,407.96,413.59,412.97,0,0,0,,,,,0,0
08/04/2014,02:00:58,408.3,413.51,413.21,0,0,0,,,,,0,0
08/04/2014,02:05:58,407.75,413.7,413.04,0,0,0,,,,,0,0
08/04/2014,02:10:58,408.84,414.56,414.44,0,0,0,,,,,0,0
08/04/2014,02:15:58,408.96,414.3,413.92,0,0,0,,,,,0,0
08/04/2014,02:20:58,408.46,413.56,413.12,0,0,0,,,,,0,0
08/04/2014,02:25:58,408.09,413.45,412.67,0,0,0,,,,,0,0
08/04/2014,02:30:58,408.22,413.66,413.28,0,0,0,,,,,0,0
08/04/2014,02:35:58,407.96,413.29,412.63,0,0,0,,,,,0,0
08/04/2014,02:40:58,408.29,413.88,413.23,0,0,0,,,,,0,0
08/04/2014,02:45:58,408.5,413.79,413.16,0,0,0,,,,,0,0
08/04/2014,02:50:58,408.33,414.07,413.46,0,0,0,,,,,0,0
08/04/2014,02:55:58,408.23,414.2,413.72,0,0,0,,,,,0,0
08/04/2014,03:00:58,409.24,414.54,414.01,0,0,0,,,,,0,0
08/04/2014,03:05:58,409.32,414.55,414.25,0,0,0,,,,,0,0
08/04/2014,03:10:58,409.28,415.44,414.37,0,0,0,,,,,0,0
08/04/2014,03:15:58,409.19,415.11,414.67,0,0,0,,,,,0,0
08/04/2014,03:20:58,408.4,414.59,413.66,0,0,0,,,,,0,0
08/04/2014,03:25:58,407.8,413.37,412.35,0,0,0,,,,,0,0
08/04/2014,03:30:58,408.51,414.15,413.32,0,0,0,,,,,0,0
08/04/2014,03:35:58,407.88,413.42,412.29,0,0,0,,,,,0,0
08/04/2014,03:40:58,407.62,413.56,412.72,0,0,0,,,,,0,0
08/04/2014,03:45:58,407.4,413.06,412.14,0,0,0,,,,,0,0
08/04/2014,03:50:58,408.21,414.12,413.58,0,0,0,,,,,0,0
08/04/2014,03:55:58,408.39,413.62,412.66,0,0,0,,,,,0,0
08/04/2014,04:00:58,407.51,413.16,412.03,0,0,0,,,,,0,0
08/04/2014,04:05:58,407.82,413.68,412.83,0,0,0,,,,,0,0
08/04/2014,04:10:58,407.78,413.8,412.42,0,0,0,,,,,0,0
08/04/2014,04:15:58,407.76,413.41,412.29,0,0,0,,,,,0,0
08/04/2014,04:20:58,407.28,413.03,411.6,0,0,0,,,,,0,0
08/04/2014,04:25:58,407.1,412.88,411.91,0,0,0,,,,,0,0
08/04/2014,04:30:58,407.47,413.16,412.32,0,0,0,,,,,0,0
08/04/2014,04:35:58,406.91,412.26,411.42,0,0,0,,,,,0,0
08/04/2014,04:40:58,408.07,413.66,412.82,0,0,0,,,,,0,0
08/04/2014,04:45:58,406.61,412.39,411.45,0,0,0,,,,,0,0
08/04/2014,04:50:58,407.19,412.9,411.97,0,0,0,,,,,0,0
08/04/2014,04:55:58,407.34,412.91,411.65,0,0,0,,,,,0,0
08/04/2014,05:00:58,405.94,411.54,410.51,0,0,0,,,,,0,0
08/04/2014,05:05:58,405.84,411.46,410.79,0,0,0,,,,,0,0
08/04/2014,05:10:58,405.84,411.08,410.31,0,0,0,,,,,0,0
08/04/2014,05:15:58,405.22,410.87,409.93,0,0,0,,,,,0,0
08/04/2014,05:20:58,404.21,409.8,409.27,0,0,0,,,,,0,0
08/04/2014,05:25:58,403.42,408.58,408.05,0,0,0,,,,,0,0
08/04/2014,05:30:58,405.53,410.75,409.86,0,0,0,,,,,0,0
08/04/2014,05:35:58,406.29,411.72,410.33,0,0,0,,,,,0,0
08/04/2014,05:40:58,407.14,412.38,412.03,0,0,0,,,,,0,0
08/04/2014,05:45:58,406.6,411.83,411.28,0,0,0,,,,,0,0
08/04/2014,05:50:58,407.22,412.47,411.73,0,0,0,,,,,0,0
08/04/2014,05:55:58,406.39,411.03,410.53,0,0,0,,,,,0,0
08/04/2014,06:00:58,403.83,409.03,407.59,0,0,0,,,,,0,0
08/04/2014,06:05:58,404.11,408.97,408.34,0,0,0,,,,,0,0
08/04/2014,06:10:58,405.52,411.28,410.09,0,0,0,,,,,0,0
08/04/2014,06:15:58,406.1,411.18,410.55,0,0,0,,,,,0,0
08/04/2014,06:20:58,405.1,410.38,408.95,0,0,0,,,,,0,0
08/04/2014,06:25:58,405.65,411.24,410.07,0,0,0,,,,,0,0
08/04/2014,06:30:58,406.43,412.25,410.48,0,0,0,,,,,0,0
08/04/2014,06:35:58,406.23,412.41,410.45,0,0,0,,,,,0,0
08/04/2014,06:40:58,407.91,414.52,412.56,0,0,0,,,,,0,0
08/04/2014,06:45:58,407.83,414.39,412.24,0,0,0,,,,,0,0
08/04/2014,06:50:58,407.82,413.96,411.7,0,0,0,,,,,0,0
08/04/2014,06:55:58,408.48,414.57,412.09,0,0,0,,,,,0,0
08/04/2014,07:00:58,406.62,412.75,410.52,0,0,1.02,,,,,218.79,0.22
08/04/2014,07:05:58,405.7,411.97,409.63,0,0,0,,,,,0,0
08/04/2014,07:10:58,404.13,409.59,407.44,0,0,0,,,,,0,0
08/04/2014,07:15:58,405.74,411.75,409.44,0,0,0,,,,,0,0
08/04/2014,07:20:58,405.1,410.69,408.52,0,0,0,,,,,0,0
08/04/2014,07:25:58,405.73,412.82,410.29,0,0,0,,,,,0,0
08/04/2014,07:30:58,405.87,412.15,409.48,0,0,0,,,,,0,0
08/04/2014,07:35:58,404.47,410.65,408.59,0,0,0,,,,,0,0
08/04/2014,07:40:58,404.97,411.14,408.98,0,0,0,,,,,0,0
08/04/2014,07:45:58,405.36,411.09,408.89,0,0,0,,,,,0,0
08/04/2014,07:50:58,404.37,410.77,408.74,0,0,0,,,,,0,0
08/04/2014,07:55:58,403.44,409.64,407.64,0,0,0,,,,,0,0
08/04/2014,08:00:58,408.08,413.72,412.16,0,0,0,,,,,0,0
08/04/2014,08:05:58,407.07,413.15,410.98,0,0,0,,,,,0,0
08/04/2014,08:10:58,407.04,412.88,410.81,0,0,0,,,,,0,0
08/04/2014,08:15:58,406.22,412.52,410.48,0,0,0,,,,,0,0
08/04/2014,08:20:58,405.2,411.63,409.16,0,0,0,,,,,0,0
08/04/2014,08:25:58,410.66,416.83,414.19,4.89,4.32,4.6,,,,,"3,473.02",3.47
08/04/2014,08:30:58,411.09,417.59,414.95,4.95,4.4,4.66,,,,,"3,525.81",3.53
08/04/2014,08:35:58,411.15,417.36,414.59,5.39,4.8,5.07,,,,,"3,831.26",3.83
08/04/2014,08:40:58,411.86,417.89,415.27,5.36,4.8,5.07,,,,,"3,829.71",3.83
08/04/2014,08:45:58,411.42,417.57,414.4,5.41,4.87,5.14,,,,,"3,868.86",3.87
08/04/2014,08:50:58,411.19,416.9,414.48,5.36,4.9,5.16,,,,,"3,858.34",3.86
08/04/2014,08:55:58,405.24,411.17,409.19,0,0,0,,,,,0,0
08/04/2014,09:00:58,403.81,409.98,407.86,0,0,0,,,,,0,0
08/04/2014,09:05:58,404.42,410.16,408,0,0,0,,,,,0,0
08/04/2014,09:10:58,403.23,409.63,407.57,0,0,0,,,,,0,0
08/04/2014,09:15:58,403.51,409.4,407.38,0,0,0,,,,,0,0
08/04/2014,09:20:58,404.1,410.39,408.22,0,0,0,,,,,0,0
08/04/2014,09:25:58,403.01,409.34,406.69,0,0,0,,,,,0,0
08/04/2014,09:30:58,401.55,406.82,405.44,0,0,0,,,,,0,0
08/04/2014,09:35:58,402.28,408.47,406.23,0,0,0,,,,,0,0
08/04/2014,09:40:58,401.11,407.16,404.73,0,0,0,,,,,0,0
08/04/2014,09:45:58,406.27,411.68,409.88,0,0,0,,,,,0,0
08/04/2014,09:50:58,404.43,410.54,408.59,0,0,0,,,,,0,0
08/04/2014,09:55:58,405.68,411.73,409.56,0,0,0,,,,,0,0
08/04/2014,10:00:58,407.22,412.62,411,0,0,0,,,,,0,0
08/04/2014,10:05:58,407.38,413.24,411.22,0,0,0,,,,,0,0
08/04/2014,10:10:58,406.79,412.89,409.95,0,0,0,,,,,0,0
08/04/2014,10:15:58,408.41,413.93,411.88,0,0,0,,,,,0,0
08/04/2014,10:20:58,407.48,413.22,410.79,0,0,0,,,,,0,0
08/04/2014,10:25:58,408.02,414.45,411.79,0,0,0,,,,,0,0
08/04/2014,10:30:58,407.55,413.92,411.44,0,0,0,,,,,0,0
08/04/2014,10:35:58,406.61,412.34,410.07,0,0,0,,,,,0,0
08/04/2014,10:40:58,407.42,412.7,411.16,0,0,0,,,,,0,0
08/04/2014,10:45:58,406.43,411.66,409.72,0,0,0,,,,,0,0
08/04/2014,10:50:58,406,411.37,409.71,0,0,0,,,,,0,0
08/04/2014,10:55:58,407.77,412.81,411,0,0,0,,,,,0,0
08/04/2014,11:00:58,407.11,413.42,411.32,0,0,0,,,,,0,0
08/04/2014,11:05:58,405.68,411.5,409.48,0,0,0,,,,,0,0
08/04/2014,11:10:58,406.63,412.46,410.59,0,0,0,,,,,0,0
08/04/2014,11:15:58,407.39,412.56,411.11,0,0,0,,,,,0,0
08/04/2014,11:20:58,407.52,413.33,411.2,0,0,0,,,,,0,0
08/04/2014,11:25:58,407.45,412.84,410.83,0,0,0,,,,,0,0
08/04/2014,11:30:58,411.34,417.33,414.75,4.76,4.2,4.47,,,,,"3,384.51",3.38
08/04/2014,11:35:58,412.16,417.97,415.84,4.49,4,4.21,,,,,"3,209.43",3.21
08/04/2014,11:40:58,409.49,415.22,413.22,3.01,2.41,2.73,,,,,"2,113.12",2.11
08/04/2014,11:45:58,408.79,414.86,413.22,2.29,1.8,2.07,,,,,"1,614.80",1.61
08/04/2014,11:50:58,410.87,416.2,414.38,4.09,3.58,3.8,,,,,"2,898.41",2.9
08/04/2014,11:55:58,412.76,418.21,415.52,5.03,4.48,4.74,,,,,"3,589.75",3.59
08/04/2014,12:00:58,411.6,417.53,415.48,5.21,4.64,4.9,,,,,"3,705.26",3.71
08/04/2014,12:05:58,411.32,417.66,415.36,4.22,3.72,3.95,,,,,"3,011.06",3.01
08/04/2014,12:10:58,412.53,418.52,416.61,5.07,4.54,4.8,,,,,"3,636.49",3.64
08/04/2014,12:15:58,412.74,418.58,416.89,4.98,4.41,4.7,,,,,"3,560.47",3.56
08/04/2014,12:20:58,412.59,418.17,416.57,5.15,4.6,4.87,,,,,"3,681.12",3.68
08/04/2014,12:25:58,408.53,414.74,412.44,1.42,0,1.14,,,,,934.53,0.93
08/04/2014,12:30:58,406.89,412.75,410.28,0.96,0,0,,,,,337.8,0.34
08/04/2014,12:35:58,410.32,416.03,413.99,3.65,3.11,3.36,,,,,"2,575.71",2.58
08/04/2014,12:40:58,407.44,413.09,411.42,0,0,0,,,,,0,0
08/04/2014,12:45:58,406.76,413.35,410.98,0,0,0,,,,,0,0
08/04/2014,12:50:58,412.21,418.18,416.16,3.93,3.4,3.6,,,,,"2,787.04",2.79
08/04/2014,12:55:58,410.59,416.43,414.69,3.09,2.49,2.83,,,,,"2,191.12",2.19
08/04/2014,13:00:58,408.75,414.29,412.61,1.12,0,0,,,,,409.47,0.41
08/04/2014,13:05:58,408.62,414.64,412.86,1.41,0,1.13,,,,,929,0.93
08/04/2014,13:10:58,409.58,414.99,413.05,3.85,3.37,3.59,,,,,"2,732.89",2.73
08/04/2014,13:15:58,411.31,416.13,415.07,5.27,4.79,5.01,,,,,"3,769.85",3.77
08/04/2014,13:20:58,410.1,415.66,414.37,4.98,4.42,4.67,,,,,"3,528.49",3.53
08/04/2014,13:25:58,405.4,410.76,409.17,0,0,0,,,,,0,0
08/04/2014,13:30:58,404.06,410.58,408.49,0,0,0,,,,,0,0
08/04/2014,13:35:58,405.56,411.02,409.44,0,0,0,,,,,0,0
08/04/2014,13:40:58,408.94,414.21,412.66,3.12,2.55,2.84,,,,,"2,198.50",2.2
08/04/2014,13:45:58,404.71,411.11,409.26,0,0,0,,,,,0,0
08/04/2014,13:50:58,405.38,410.71,409.17,1.14,0,0,,,,,421,0.42
08/04/2014,13:55:58,408.86,414.13,413.16,3.61,3.14,3.32,,,,,"2,543.58",2.54
08/04/2014,14:00:58,408.73,414.65,412.99,4.04,3.53,3.73,,,,,"2,851.35",2.85
08/04/2014,14:05:58,409.33,415.5,413.44,4.31,3.81,4.04,,,,,"3,059.81",3.06
08/04/2014,14:10:58,407.67,412.46,411.25,3.13,2.69,2.85,,,,,"2,196.10",2.2
08/04/2014,14:15:58,404.74,410.57,408.63,0,0,1.1,,,,,213.98,0.21
08/04/2014,14:20:58,403.76,409.42,407.8,0,0,1.09,,,,,223.39,0.22
08/04/2014,14:25:58,408.02,414.15,412.1,3.96,3.47,3.64,,,,,"2,791.85",2.79
08/04/2014,14:30:58,407.33,412.94,411.17,3.3,2.81,3.01,,,,,"2,313.50",2.31
08/04/2014,14:35:58,408.44,413.54,411.89,3.56,3.04,3.27,,,,,"2,505.26",2.51
08/04/2014,14:40:58,404.69,410.09,408.79,0,0,0,,,,,0,0
08/04/2014,14:45:58,408.46,414.02,412.44,3.23,2.74,2.93,,,,,"2,265.21",2.27
08/04/2014,14:50:58,407.64,413.68,412.05,2.7,2.2,2.49,,,,,"1,906.81",1.91
08/04/2014,14:55:58,408.76,414.11,412.71,3.82,3.3,3.53,,,,,"2,689.35",2.69
08/04/2014,15:00:58,406.41,412.25,410.7,1.51,1.06,1.23,,,,,"1,010.39",1.01
08/04/2014,15:05:58,404.28,410.05,408.26,0,0,0,,,,,0,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,MÁXIMO,419.55,424.66,423.49,31.5,7.64,8,0,0,0,0,"5,957.68",5.96
,MÍNIMO,401.11,406.82,404.73,0,0,0,0,0,0,0,0,0
,PROMEDIO,408.97,414.18,412.95,1.93,1.51,1.67,#¡DIV/0!,#¡DIV/0!,#¡DIV/0!,#¡DIV/0!,"1,271.29",1.27
