Fecha de la Medida,Hora de la Medida,A,B,C,VN,FASE A,FASE B,FASE C,NEUTRO,POTENCIA ACTIVA A [W],POTENCIA ACTIVA B [W],POTENCIA ACTIVA C [W],,ACTIVA TOTAL [kW]
10/11/2013,11:20:00,252.6,249.1,246.8,1.55,0,0.12,0,,0,14.07,0,14.07,0.01407
10/11/2013,11:25:00,252.5,248.9,246.7,2.033,0,0.082,0,,0,9.346,0,9.346,0.009346
10/11/2013,11:30:00,252.4,248.8,246.5,0.403,0,0.126,0,,0,14.75,0,14.75,0.01475
10/11/2013,11:35:00,252.3,248.6,246.3,0,0,0.112,0,,0,13.07,0.057,13.14,0.01314
10/11/2013,11:40:00,252.2,248.5,246.2,0,0,0.097,0,,0,11.11,0,11.11,0.01111
10/11/2013,11:45:00,252.3,248.6,246.4,0.218,0,0.078,0,,0,8.777,0,8.777,0.008777
10/11/2013,11:50:00,252.3,248.6,246.3,0,0,0.086,0,,0,9.793,0,9.793,0.009793
10/11/2013,11:55:00,252.1,248.4,246.2,0.668,0,0.108,0,,0,12.47,0,12.47,0.01247
10/11/2013,12:00:00,251.9,248.3,246,0.448,0,0.074,0,,0,8.39,0,8.39,0.00839
10/11/2013,12:05:00,252.1,248.6,246.4,0.69,0,0.055,0,,0,6.128,0,6.128,0.006128
10/11/2013,12:10:00,252.1,248.7,246.4,1.774,0,0.069,0,,0,7.761,0,7.761,0.007761
10/11/2013,12:15:00,252.4,246.3,247.1,22.1,0.113,0.777,0.395,,13.42,118.8,37.97,200.6,0.2006
10/11/2013,12:20:00,253.3,252.1,248.3,36.95,0,1.13,0.411,,0,246.7,30.67,297.3,0.2973
10/11/2013,12:25:00,253.3,251.9,248.2,37.11,0.285,1.316,0.572,,37.04,300.2,73.04,506.7,0.5067
10/11/2013,12:30:00,253.2,252,248.2,37.08,1.015,1.92,1.229,,156.7,456.8,196.3,1270,1.27
10/11/2013,12:35:00,253.4,252.2,248.3,37.36,1.833,2.529,2.11,,371.1,615.9,457,1703,1.703
10/11/2013,12:40:00,252.2,247.9,246.6,16.29,0.011,0.521,0.234,,0.655,69.71,15.67,100.4,0.1004
10/11/2013,12:45:00,253.5,252.4,248.4,37.21,1.409,2.148,1.749,,274.9,519.5,388.8,1358,1.358
10/11/2013,12:50:00,253.4,252.1,248.3,37.22,1.544,2.225,1.76,,311,538.6,365.9,1492,1.492
10/11/2013,12:55:00,252.2,249.2,246.6,10.29,0.151,0.45,0.307,,18.01,58.8,31.04,139,0.139
10/11/2013,13:00:00,251.9,248.3,246,1.267,0,0.072,0,,0,8.137,0,8.137,0.008137
10/11/2013,13:05:00,252.2,248.7,246.4,0.285,0,0.076,0,,0,8.602,0,8.602,0.008602
10/11/2013,13:10:00,252.2,246.3,246.2,3.47,0,0.19,0.003,,0.035,22.89,0.158,23.1,0.0231
10/11/2013,13:15:00,252.3,245.3,246.6,15.27,0.238,0.665,0.46,,29.36,89.83,48.28,229.1,0.2291
10/11/2013,13:20:00,252.5,246.4,247.1,22.75,0.59,1.122,0.725,,84.49,189,105.6,536.1,0.5361
10/11/2013,13:25:00,252.6,251.4,247.6,36.51,0.056,1.167,0.516,,5.085,245.3,41.84,334.6,0.3346
10/11/2013,13:30:00,251.8,248.5,246.1,1.827,0,0.113,0,,0,13.19,0,13.19,0.01319
10/11/2013,13:35:00,252.1,248.7,246.3,0.886,0,0.077,0,,0,8.694,0,8.694,0.008694
10/11/2013,13:40:00,252.5,244.7,246.9,12.64,0.157,0.453,0.334,,18.89,51.13,33.46,132.7,0.1327
10/11/2013,13:45:00,252.2,248.7,246.4,0.956,0,0.083,0,,0,9.522,0,9.522,0.009522
10/11/2013,13:50:00,252.4,248.9,246.5,0.552,0,0.064,0,,0,7.235,0,7.235,0.007235
10/11/2013,13:55:00,252.4,248.1,246.6,2.219,0,0.175,0.003,,0,21.08,0.151,21.24,0.02124
10/11/2013,14:00:00,253.3,247.9,248,27.41,1.077,1.741,1.453,,163.1,314.2,231.5,1055,1.055
10/11/2013,14:05:00,252.3,246.2,246.5,3.784,0,0.163,0,,0,19.33,0,19.33,0.01933
10/11/2013,14:10:00,252.3,248.9,246.5,1.648,0,0.08,0,,0,9.042,0,9.042,0.009042
10/11/2013,14:15:00,252.4,248.2,246.5,3.036,0,0.091,0,,0,10.33,0,10.33,0.01033
10/11/2013,14:20:00,252.3,249,246.5,2.83,0,0.109,0,,0,12.6,0,12.6,0.0126
10/11/2013,14:25:00,251.9,247.1,246.3,17.45,0.104,0.617,0.159,,12.7,90.61,18.42,154.7,0.1547
10/11/2013,14:30:00,253.5,252.4,248.5,37.47,3.659,4.228,3.894,,828.5,1047,894,3152,3.152
10/11/2013,14:35:00,252.4,251.3,247.3,37,0.512,1.537,0.957,,72.59,356.4,153.4,740.6,0.7406
10/11/2013,14:40:00,252.7,251.4,247.6,37.18,2.471,3.139,2.691,,501.5,764.8,558.9,2245,2.245
10/11/2013,14:45:00,254.9,253.7,249.8,37.89,3.297,3.857,3.548,,785.9,960.5,869.6,2769,2.769
10/11/2013,14:50:00,255.2,254,250.1,37.97,4.849,5.311,5.046,,1220,1331,1247,3807,3.807
10/11/2013,14:55:00,254.3,253.2,249.3,37.82,4.445,4.96,4.688,,1056,1237,1152,3538,3.538
10/11/2013,15:00:00,252.7,251.5,247.7,37.17,1.435,2.208,1.776,,263.2,530.7,371.2,1453,1.453
10/11/2013,15:05:00,251.3,248.1,245.5,8.057,0.009,0.334,0.173,,0.356,40.26,9.943,55.14,0.05514
10/11/2013,15:10:00,252.5,248.8,246.4,0,0,0.207,0,,0,25.71,0,25.71,0.02571
10/11/2013,15:15:00,252.7,249.2,246.8,0,0,0.121,0,,0,14.19,0,14.19,0.01419
10/11/2013,15:20:00,252.7,249.1,246.7,0,0,0.145,0,,0,17.25,0,17.25,0.01725
10/11/2013,15:25:00,252.6,249,246.6,0,0,0.115,0,,0,13.48,0,13.48,0.01348
10/11/2013,15:30:00,250.7,247.1,244.8,1.467,0,0.044,0,,0,4.888,0,4.888,0.004888
10/11/2013,15:35:00,252.6,249,246.6,1.448,0,0.097,0,,0,11.29,0,11.29,0.01129
10/11/2013,15:40:00,252.1,248.5,246.1,0.568,0,0.113,0,,0,13.23,0,13.23,0.01323
10/11/2013,15:45:00,250.2,246.5,244.2,0,0,0.05,0,,0,5.447,0,5.447,0.005447
10/11/2013,15:50:00,250,246.3,244.2,0.024,0,0.04,0,,0,4.307,0,4.307,0.004307
10/11/2013,15:55:00,250.3,246.7,244.5,1.802,0,0.046,0,,0,5.002,0,5.002,0.005002
10/11/2013,16:00:00,250.2,246.5,244.4,2.384,0,0.041,0,,0,4.423,0,4.423,0.004423
10/11/2013,16:05:00,251.8,248.2,245.9,2.673,0,0.086,0,,0,9.766,0,9.766,0.009766
10/11/2013,16:10:00,251.7,248.1,245.8,2.803,0,0.084,0,,0,9.419,0,9.419,0.009419
10/11/2013,16:15:00,251.8,248.1,245.8,2.362,0,0.075,0,,0,8.437,0,8.437,0.008437
10/11/2013,16:20:00,251.9,248.2,245.9,2.503,0,0.103,0,,0,11.9,0,11.9,0.0119
10/11/2013,16:25:00,251.9,248.2,245.9,2.689,0,0.128,0,,0,14.98,0,14.98,0.01498
10/11/2013,16:30:00,251.9,248.2,245.9,2.335,0,0.124,0,,0,14.56,0,14.56,0.01456
10/11/2013,16:35:00,251.6,248,245.7,2.005,0,0.06,0,,0,6.755,0,6.755,0.006755
10/11/2013,16:40:00,251.7,248,245.7,2.299,0,0.082,0,,0,9.228,0,9.228,0.009228
10/11/2013,16:45:00,251.7,248.1,245.9,1.855,0,0.056,0,,0,6.201,0,6.201,0.006201
10/11/2013,16:50:00,251.7,248.2,245.8,0.111,0,0.066,0,,0,7.316,0,7.316,0.007316
10/11/2013,16:55:00,251.6,248,245.7,0.002,0,0.037,0,,0,4.018,0,4.018,0.004018
10/11/2013,17:00:00,251.3,247.7,245.5,0,0,0.055,0,,0,6.044,0,6.044,0.006044
10/11/2013,17:05:00,251.4,247.7,245.4,0,0,0.065,0,,0,7.16,0,7.16,0.00716
10/11/2013,17:10:00,251.3,247.7,245.4,0,0,0.093,0,,0,10.69,0,10.69,0.01069
10/11/2013,17:15:00,251.4,247.7,245.4,0,0,0.036,0,,0,3.911,0,3.911,0.003911
10/11/2013,17:20:00,251.4,247.8,245.5,0,0,0.046,0,,0,5.031,0,5.031,0.005031
10/11/2013,17:25:00,251.2,247.5,245.4,0,0,0.036,0,,0,3.905,0,3.905,0.003905
10/11/2013,17:30:00,251,247.3,245,0,0,0.041,0,,0,4.502,0,4.502,0.004502
10/11/2013,17:35:00,251.2,247.4,245.2,0,0,0.045,0,,0,4.896,0,4.896,0.004896
10/11/2013,17:40:00,250.8,247,244.7,0,0,0.07,0,,0,7.747,0,7.747,0.007747
10/11/2013,17:45:00,250.4,246.7,244.4,0,0,0.054,0,,0,5.95,0,5.95,0.00595
10/11/2013,17:50:00,251.8,248.1,245.8,0,0,0.087,0,,0,9.929,0,9.929,0.009929
10/11/2013,17:55:00,252.6,248.9,246.6,0,0,0.086,0,,0,9.767,0,9.767,0.009767
10/11/2013,18:00:00,252.1,248.4,246.1,0,0,0.08,0,,0,9.058,0,9.058,0.009058
10/11/2013,18:05:00,251.9,248.2,245.9,0,0,0.088,0,,0,9.998,0,9.998,0.009998
10/11/2013,18:10:00,251.9,248.2,245.9,0,0,0.06,0,,0,6.703,0,6.703,0.006703
10/11/2013,18:15:00,251.6,247.9,245.5,0,0,0.081,0,,0,9.216,0,9.216,0.009216
10/11/2013,18:20:00,251.9,248.1,245.8,0,0,0.072,0,,0,8.171,0,8.171,0.008171
10/11/2013,18:25:00,251.7,247.8,245.4,0,0,0.125,0,,0,14.62,0,14.62,0.01462
10/11/2013,18:30:00,251.6,248,245.5,0,0,0.056,0,,0,6.184,0,6.184,0.006184
10/11/2013,18:35:00,252.1,248.6,246.1,0,0,0.06,0,,0,6.659,0,6.659,0.006659
10/11/2013,18:40:00,252,248.2,245.9,0,0,0.083,0,,0,9.456,0,9.456,0.009456
10/11/2013,18:45:00,251.9,248.2,245.8,0,0,0.092,0,,0,10.42,0,10.42,0.01042
10/11/2013,18:50:00,252,248.2,245.8,0,0,0.075,0,,0,8.448,0,8.448,0.008448
10/11/2013,18:55:00,251.8,248,245.7,0,0,0.089,0,,0,10.24,0,10.24,0.01024
10/11/2013,19:00:00,252,248.2,245.9,0,0,0.134,0,,0,15.8,0,15.8,0.0158
10/11/2013,19:05:00,251.8,248.1,245.6,0,0,0.185,0,,0,22.61,0,22.61,0.02261
10/11/2013,19:10:00,251.8,248.1,245.6,0,0,0.074,0,,0,8.345,0,8.345,0.008345
10/11/2013,19:15:00,251.6,247.9,245.6,0,0,0.071,0,,0,7.995,0,7.995,0.007995
10/11/2013,19:20:00,252,248.2,245.8,0,0,0.102,0,,0,11.8,0,11.8,0.0118
10/11/2013,19:25:00,251.9,248.2,245.9,0,0,0.087,0,,0,9.891,0,9.891,0.009891
10/11/2013,19:30:00,251.9,248.2,245.9,0,0,0.085,0,,0,9.668,0,9.668,0.009668
10/11/2013,19:35:00,252,248.3,246,0,0,0.059,0,,0,6.565,0,6.565,0.006565
10/11/2013,19:40:00,252.3,248.5,246.2,0,0,0.2,0,,0,24.57,0,24.57,0.02457
10/11/2013,19:45:00,252.4,248.6,246.3,0,0,0.162,0,,0,19.41,0,19.41,0.01941
10/11/2013,19:50:00,252.3,248.5,246.3,0,0,0.079,0,,0,9.019,0,9.019,0.009019
10/11/2013,19:55:00,252.4,248.5,246.3,0,0,0.101,0,,0,11.67,0,11.67,0.01167
10/11/2013,20:00:00,252.9,249.1,246.8,0,0,0.111,0,,0,12.98,0,12.98,0.01298
10/11/2013,20:05:00,252.5,248.7,246.5,0,0,0.108,0,,0,12.49,0,12.49,0.01249
10/11/2013,20:10:00,252.5,248.7,246.4,0,0,0.098,0,,0,11.25,0,11.25,0.01125
10/11/2013,20:15:00,252.7,248.9,246.7,0,0,0.161,0,,0,19.49,0,19.49,0.01949
10/11/2013,20:20:00,252.7,248.9,246.8,0,0,0.196,0,,0,24.17,0,24.17,0.02417
10/11/2013,20:25:00,252.9,249.1,246.9,0,0,0.175,0,,0,21.35,0,21.35,0.02135
10/11/2013,20:30:00,252.6,248.8,246.6,0,0,0.14,0,,0,16.67,0,16.67,0.01667
10/11/2013,20:35:00,252.5,248.8,246.6,0,0,0.09,0,,0,10.25,0,10.25,0.01025
10/11/2013,20:40:00,252.9,249.2,246.8,0,0,0.083,0,,0,9.536,0,9.536,0.009536
10/11/2013,20:45:00,253.1,249.3,247.1,0,0,0.201,0,,0,24.96,0,24.96,0.02496
10/11/2013,20:50:00,253.2,249.5,247.2,0,0,0.214,0,,0,26.88,0,26.88,0.02688
10/11/2013,20:55:00,251.3,247.6,245.4,0,0,0.123,0,,0,14.44,0,14.44,0.01444
10/11/2013,21:00:00,250.6,247,244.8,0,0,0.032,0,,0,3.522,0,3.522,0.003522
10/11/2013,21:05:00,253.1,249.4,247.2,0,0,0.144,0,,0,17.14,0,17.14,0.01714
10/11/2013,21:10:00,251.3,247.7,245.4,0,0,0.047,0,,0,5.194,0,5.194,0.005194
10/11/2013,21:15:00,251.4,247.8,245.6,0,0,0.058,0,,0,6.589,0,6.589,0.006589
10/11/2013,21:20:00,250.4,246.8,244.6,0,0,0.022,0,,0,2.388,0,2.388,0.002388
10/11/2013,21:25:00,250.9,247.2,245,0,0,0.034,0,,0,3.714,0,3.714,0.003714
10/11/2013,21:30:00,251,247.3,245,0,0,0.081,0,,0,9.074,0,9.074,0.009074
10/11/2013,21:35:00,251.3,247.5,245.4,0,0,0.065,0,,0,7.259,0,7.259,0.007259
10/11/2013,21:40:00,251.7,248,245.7,0,0,0.07,0,,0,7.829,0,7.829,0.007829
10/11/2013,21:45:00,251.7,248,245.7,0,0,0.069,0,,0,7.782,0,7.782,0.007782
10/11/2013,21:50:00,251.9,248.2,246,0,0,0.036,0,,0,3.937,0,3.937,0.003937
10/11/2013,21:55:00,252,248.3,246,0,0,0.054,0,,0,6.018,0,6.018,0.006018
10/11/2013,22:00:00,251.9,248.2,245.9,0,0,0.075,0,,0,8.467,0,8.467,0.008467
10/11/2013,22:05:00,252.4,248.7,246.5,0,0,0.124,0,,0,14.41,0,14.41,0.01441
10/11/2013,22:10:00,252.2,248.6,246.4,0,0,0.059,0,,0,6.529,0,6.529,0.006529
10/11/2013,22:15:00,252.1,248.4,246.2,0,0,0.048,0,,0,5.287,0,5.287,0.005287
10/11/2013,22:20:00,252.1,248.4,246.3,0,0,0.061,0,,0,6.857,0,6.857,0.006857
10/11/2013,22:25:00,252.5,248.8,246.7,0,0,0.083,0,,0,9.45,0,9.45,0.00945
10/11/2013,22:30:00,252.1,248.4,246.3,0,0,0.058,0,,0,6.438,0,6.438,0.006438
10/11/2013,22:35:00,252.2,248.4,246.3,0,0,0.11,0,,0,12.9,0,12.9,0.0129
10/11/2013,22:40:00,252.3,248.5,246.5,0,0,0.159,0,,0,19.22,0,19.22,0.01922
10/11/2013,22:45:00,252.7,248.9,246.8,0,0,0.106,0,,0,12.23,0,12.23,0.01223
10/11/2013,22:50:00,252.8,249,247,0,0,0.068,0,,0,7.614,0,7.614,0.007614
10/11/2013,22:55:00,252.7,248.8,246.8,0,0,0.096,0,,0,10.97,0,10.97,0.01097
10/11/2013,23:00:00,252.2,248.6,246.5,0,0,0.063,0,,0,7.076,0,7.076,0.007076
10/11/2013,23:05:00,252.4,248.7,246.7,0,0,0.066,0,,0,7.42,0,7.42,0.00742
10/11/2013,23:10:00,252.5,248.8,246.7,0,0,0.078,0,,0,8.833,0,8.833,0.008833
10/11/2013,23:15:00,252.9,249.2,247,0,0,0.157,0,,0,19.05,0,19.05,0.01905
10/11/2013,23:20:00,251.8,248.2,246,0,0,0.127,0,,0,14.91,0,14.91,0.01491
10/11/2013,23:25:00,251.9,248.2,246.1,0,0,0.066,0,,0,7.416,0,7.416,0.007416
10/11/2013,23:30:00,252,248.3,246.3,0,0,0.059,0,,0,6.625,0,6.625,0.006625
10/11/2013,23:35:00,252.2,248.4,246.4,0,0,0.045,0,,0,4.982,0,4.982,0.004982
10/11/2013,23:40:00,252.3,248.7,246.5,0,0,0.079,0,,0,8.896,0.054,8.957,0.008957
10/11/2013,23:45:00,252.8,249.1,246.9,0,0,0.1,0,,0,11.62,0,11.62,0.01162
10/11/2013,23:50:00,252.8,249,246.8,0,0,0.193,0,,0,23.9,0,23.9,0.0239
10/11/2013,23:55:00,253,249.2,247.1,0,0,0.182,0,,0,22.25,0,22.25,0.02225
11/11/2013,00:00:00,252.9,249.3,247.1,0,0,0.106,0,,0,12.27,0,12.27,0.01227
11/11/2013,00:05:00,251.8,248.1,246,0,0,0.046,0,,0,5.058,0,5.058,0.005058
11/11/2013,00:10:00,252.1,248.5,246.3,0,0,0.059,0,,0,6.65,0,6.65,0.00665
11/11/2013,00:15:00,252.6,249,246.8,0,0,0.067,0,,0,7.548,0,7.548,0.007548
11/11/2013,00:20:00,252,248.4,246.2,0,0,0.061,0,,0,6.854,0,6.854,0.006854
11/11/2013,00:25:00,252,248.3,246.2,0,0,0.095,0,,0,10.85,0,10.85,0.01085
11/11/2013,00:30:00,251.9,248.3,246.1,0,0,0.08,0,,0,9.132,0,9.132,0.009132
11/11/2013,00:35:00,251.8,248.2,246.1,0,0,0.063,0,,0,7.005,0,7.005,0.007005
11/11/2013,00:40:00,251.9,248.4,246.2,0,0,0.043,0,,0,4.748,0,4.748,0.004748
11/11/2013,00:45:00,252.1,248.5,246.4,0,0,0.076,0,,0,8.579,0,8.579,0.008579
11/11/2013,00:50:00,252.3,248.8,246.6,0,0,0.067,0,,0,7.476,0,7.476,0.007476
11/11/2013,00:55:00,252.3,248.8,246.6,0,0,0.05,0,,0,5.602,0,5.602,0.005602
11/11/2013,01:00:00,252.1,248.6,246.4,0,0,0.138,0,,0,16.35,0,16.35,0.01635
11/11/2013,01:05:00,252.1,248.5,246.3,0,0,0.157,0,,0,18.81,0,18.81,0.01881
11/11/2013,01:10:00,252.1,248.6,246.3,0,0,0.098,0,,0,11.33,0,11.33,0.01133
11/11/2013,01:15:00,252.4,248.9,246.7,0,0,0.082,0,,0,9.352,0,9.352,0.009352
11/11/2013,01:20:00,252.5,248.9,246.8,0,0,0.076,0,,0,8.579,0,8.579,0.008579
11/11/2013,01:25:00,252.9,249.4,247.1,0,0,0.081,0,,0,9.151,0,9.151,0.009151
11/11/2013,01:30:00,252.8,249.2,247.1,0,0,0.098,0,,0,11.24,0,11.24,0.01124
11/11/2013,01:35:00,252.9,249.3,247.1,0,0,0.118,0,,0,13.67,0,13.67,0.01367
11/11/2013,01:40:00,253.1,249.5,247.3,0,0,0.134,0,,0,15.83,0,15.83,0.01583
11/11/2013,01:45:00,253.1,249.5,247.2,0,0,0.274,0,,0,35.71,0,35.71,0.03571
11/11/2013,01:50:00,251.3,247.7,245.5,0,0,0.083,0,,0,9.625,0,9.625,0.009625
11/11/2013,01:55:00,250.5,247,244.8,0,0,0.025,0,,0,2.707,0,2.707,0.002707
11/11/2013,02:00:00,251.7,248,245.9,0,0,0.051,0,,0,5.667,0,5.667,0.005667
11/11/2013,02:05:00,251.9,248.4,246.1,0,0,0.093,0,,0,10.68,0,10.68,0.01068
11/11/2013,02:10:00,251.6,248.1,245.8,0,0,0.047,0,,0,5.189,0,5.189,0.005189
11/11/2013,02:15:00,251.7,248.2,246,0,0,0.076,0,,0,8.544,0,8.544,0.008544
11/11/2013,02:20:00,251.8,248.2,246.1,0,0,0.089,0,,0,10.21,0,10.21,0.01021
11/11/2013,02:25:00,251.9,248.3,246.1,0,0,0.108,0,,0,12.59,0,12.59,0.01259
11/11/2013,02:30:00,252,248.5,246.4,0,0,0.062,0,,0,6.955,0,6.955,0.006955
11/11/2013,02:35:00,252.2,248.6,246.4,0,0,0.082,0,,0,9.279,0,9.279,0.009279
11/11/2013,02:40:00,252.3,248.7,246.6,0,0,0.078,0,,0,8.843,0,8.843,0.008843
11/11/2013,02:45:00,251.8,248.3,246.1,0,0,0.074,0,,0,8.382,0,8.382,0.008382
11/11/2013,02:50:00,252,248.4,246.3,0,0,0.059,0,,0,6.571,0,6.571,0.006571
11/11/2013,02:55:00,251.9,248.3,246,0,0,0.091,0,,0,10.32,0,10.32,0.01032
11/11/2013,03:00:00,252.2,248.6,246.5,0,0,0.139,0,,0,16.53,0,16.53,0.01653
11/11/2013,03:05:00,252,248.5,246.4,0,0,0.057,0,,0,6.328,0,6.328,0.006328
11/11/2013,03:10:00,251.9,248.4,246.1,0,0,0.056,0,,0,6.242,0,6.242,0.006242
11/11/2013,03:15:00,252,248.5,246.3,0,0,0.084,0,,0,9.552,0,9.552,0.009552
11/11/2013,03:20:00,252.1,248.7,246.4,0,0,0.07,0,,0,7.855,0,7.855,0.007855
11/11/2013,03:25:00,252.3,248.7,246.5,0,0,0.086,0,,0,9.806,0,9.806,0.009806
11/11/2013,03:30:00,252.2,248.6,246.4,0,0,0.156,0,,0,18.58,0,18.58,0.01858
11/11/2013,03:35:00,252.3,248.7,246.4,0,0,0.198,0,,0,24.61,0,24.61,0.02461
11/11/2013,03:40:00,252.2,248.7,246.5,0,0,0.09,0,,0,10.29,0,10.29,0.01029
11/11/2013,03:45:00,252.3,248.8,246.5,0,0,0.084,0,,0,9.605,0,9.605,0.009605
11/11/2013,03:50:00,252.1,248.5,246.3,0,0,0.083,0,,0,9.434,0,9.434,0.009434
11/11/2013,03:55:00,252.3,248.7,246.5,0,0,0.083,0,,0,9.464,0,9.464,0.009464
11/11/2013,04:00:00,252,248.4,246.2,0,0,0.082,0,,0,9.345,0,9.345,0.009345
11/11/2013,04:05:00,251.6,248.1,245.9,0,0,0.092,0,,0,10.52,0,10.52,0.01052
11/11/2013,04:10:00,251.5,248,245.8,0,0,0.106,0,,0,12.22,0,12.22,0.01222
11/11/2013,04:15:00,251.9,248.2,246.1,0,0,0.136,0,,0,16.03,0,16.03,0.01603
11/11/2013,04:20:00,251.6,247.9,245.8,0,0,0.065,0,,0,7.297,0,7.297,0.007297
11/11/2013,04:25:00,251.5,247.9,245.7,0,0,0.036,0,,0,3.923,0,3.923,0.003923
11/11/2013,04:30:00,251.3,247.7,245.5,0,0,0.026,0,,0,2.767,0,2.767,0.002767
11/11/2013,04:35:00,251.1,247.7,245.4,0,0,0.009,0,,0,0.929,0,0.929,0.000929
11/11/2013,04:40:00,251.6,248,245.9,0,0,0.015,0,,0,1.613,0,1.613,0.001613
11/11/2013,04:45:00,251.3,247.7,245.4,0,0,0.017,0,,0,1.806,0,1.806,0.001806
11/11/2013,04:50:00,250.8,247.3,245.1,0,0,0.024,0,,0,2.552,0,2.552,0.002552
11/11/2013,04:55:00,250.9,247.4,245.2,0,0,0.005,0,,0,0.552,0,0.552,0.000552
11/11/2013,05:00:00,250.6,247,244.9,0,0,0.012,0,,0,1.292,0,1.292,0.001292
11/11/2013,05:05:00,250.3,246.8,244.6,0,0,0.011,0,,0,1.207,0,1.207,0.001207
11/11/2013,05:10:00,250.2,246.6,244.5,0,0,0.016,0,,0,1.665,0,1.665,0.001665
11/11/2013,05:15:00,251.2,247.6,245.5,0,0,0.03,0,,0,3.332,0,3.332,0.003332
11/11/2013,05:20:00,253,249.3,247.2,0,0,0.119,0,,0,14.06,0,14.06,0.01406
11/11/2013,05:25:00,252,248.3,246.2,0,0,0.067,0,,0,7.51,0,7.51,0.00751
11/11/2013,05:30:00,251.9,248.2,246.1,0,0,0.034,0,,0,3.735,0,3.735,0.003735
11/11/2013,05:35:00,251.5,248,245.8,0,0,0.022,0,,0,2.416,0,2.416,0.002416
11/11/2013,05:40:00,250.9,247.4,245.3,0,0,0.021,0,,0,2.277,0,2.277,0.002277
11/11/2013,05:45:00,251.3,247.8,245.6,0,0,0.023,0,,0,2.486,0,2.486,0.002486
11/11/2013,05:50:00,251.9,248.4,246.1,0,0,0.031,0,,0,3.383,0,3.383,0.003383
11/11/2013,05:55:00,251.9,248.3,246.2,0,0,0.025,0,,0,2.702,0,2.702,0.002702
11/11/2013,06:00:00,251,247.5,245.3,0,0,0.03,0,,0,3.29,0,3.29,0.00329
11/11/2013,06:05:00,250.6,246.9,244.8,0,0,0.031,0,,0,3.387,0,3.387,0.003387
11/11/2013,06:10:00,251.2,247.7,245.5,0,0,0.03,0,,0,3.295,0,3.295,0.003295
11/11/2013,06:15:00,252,248.4,246.4,0,0,0.027,0,,0,2.916,0,2.916,0.002916
11/11/2013,06:20:00,250.2,246.7,244.6,0,0,0.009,0,,0,0.925,0,0.925,0.000925
11/11/2013,06:25:00,250.2,246.8,244.7,0,0,0.013,0,,0,1.408,0,1.408,0.001408
11/11/2013,06:30:00,249.9,246.8,244.5,0,0,0.016,0,,0,1.684,0,1.684,0.001684
11/11/2013,06:35:00,249.9,246.5,244.5,0,0,0.023,0,,0,2.465,0,2.465,0.002465
11/11/2013,06:40:00,250.9,247.4,245.4,0,0,0.016,0,,0,1.711,0,1.711,0.001711
11/11/2013,06:45:00,249.5,246.1,244.1,0,0,0.007,0,,0,0.717,0,0.717,0.000717
11/11/2013,06:50:00,251.6,248.4,246.3,0,0,0.01,0,,0,1.024,0,1.024,0.001024
11/11/2013,06:55:00,252,248.7,246.8,0,0,0.009,0,,0,0.928,0,0.928,0.000928
11/11/2013,07:00:00,250.8,247.4,245.6,0.015,0,0.009,0,,0,0.92,0,0.92,0.00092
11/11/2013,07:05:00,249.9,246.6,244.8,0.681,0,0.002,0,,0,0.263,0,0.263,0.000263
11/11/2013,07:10:00,249.5,246,244.3,2.135,0,0.002,0,,0,0.265,0,0.265,0.000265
11/11/2013,07:15:00,249.4,246.2,244.3,1.452,0,0.003,0,,0,0.352,0,0.352,0.000352
11/11/2013,07:20:00,249.6,246.4,244.6,2.443,0,0.001,0,,0,0.176,0,0.176,0.000176
11/11/2013,07:25:00,250.8,247.5,245.6,1.427,0,0.001,0,,0,0.172,0,0.172,0.000172
11/11/2013,07:30:00,252.3,248.1,247.7,27.6,0.64,1.122,0.767,,96.82,205.9,124.1,461.9,0.4619
11/11/2013,07:35:00,251.4,246.1,246.5,11.34,0.195,0.42,0.33,,24.22,47.92,33.62,117.2,0.1172
11/11/2013,07:40:00,252.4,251.7,248.2,37.06,3.115,3.509,3.232,,767.6,866.7,787.8,2431,2.431
11/11/2013,07:45:00,252,251.4,247.8,37.17,4.638,4.979,4.755,,1152,1235,1165,3561,3.561
11/11/2013,07:50:00,252.5,251.9,248.4,37.28,5.439,5.756,5.564,,1357,1432,1369,4168,4.168
11/11/2013,07:55:00,253.4,252.9,249.3,37.49,5.646,5.946,5.765,,1415,1486,1424,4334,4.334
11/11/2013,08:00:00,255.1,254.3,250.8,37.72,5.96,6.253,6.072,,1504,1571,1510,4595,4.595
11/11/2013,08:05:00,254.8,254.3,250.6,37.68,5.962,6.269,6.084,,1502,1576,1511,4598,4.598
11/11/2013,08:10:00,255.1,254.6,250.8,37.75,6.124,6.445,6.252,,1546,1623,1554,4733,4.733
11/11/2013,08:15:00,254.9,254.4,250.6,37.73,6.388,6.764,6.562,,1612,1703,1630,4955,4.955
11/11/2013,08:20:00,255.2,254.4,250.8,37.76,6.564,6.938,6.737,,1659,1745,1676,5090,5.09
11/11/2013,08:25:00,255.1,253.5,250.8,37.73,6.71,7.028,6.842,,1695,1757,1702,5169,5.169
11/11/2013,08:30:00,254.5,253.5,250.2,37.64,6.661,6.999,6.806,,1679,1754,1689,5132,5.132
11/11/2013,08:35:00,255.4,254.5,251,37.8,6.648,6.983,6.785,,1681,1757,1689,5138,5.138
11/11/2013,08:40:00,253.9,252.7,249.4,37.37,4.009,4.448,4.187,,959.7,1107,1030,3581,3.581
