Fecha de la Medida,Hora de la Medida,A,B,C,VN,FASE A,FASE B,FASE C,NEUTRO,POTENCIA ACTIVA A [W],POTENCIA ACTIVA B [W],POTENCIA ACTIVA C [W],,ACTIVA TOTAL [kW]
09/11/2013,13:50:00,252.4,250.5,247.4,37.48,3.765,4.206,3.928,,932.4,1031,957,2934,2.934
09/11/2013,13:55:00,254.3,252.6,249.2,37.53,3.44,3.97,3.663,,750.7,966.2,831.2,2951,2.951
09/11/2013,14:00:00,252,240.6,246.7,18.01,0.55,0.897,0.831,,73.87,110.4,99.38,443.8,0.4438
09/11/2013,14:05:00,250.7,245.4,245.5,23.76,1.539,1.89,1.742,,248.8,322.5,286.6,1285,1.285
09/11/2013,14:10:00,250.7,247.5,245.7,36.25,0.771,1.612,0.944,,115.4,351.9,150,813.7,0.8137
09/11/2013,14:15:00,254.3,253.1,249.2,37.71,3.797,4.218,3.942,,946.9,1048,967.4,3022,3.022
09/11/2013,14:20:00,254,252.8,249,37.56,3.666,4.108,3.826,,898.3,1019,933.8,2936,2.936
09/11/2013,14:25:00,251.3,248.7,246.1,6.927,0,0.187,0.1,,0,19.64,4.312,24.16,0.02416
09/11/2013,14:30:00,251.3,248.3,245.8,0.019,0,0.013,0,,0,1.427,0,1.427,0.001427
09/11/2013,14:35:00,250.9,247,245.5,2.025,0,0.022,0.003,,0,2.291,0.148,2.44,0.00244
09/11/2013,14:40:00,253.4,249.6,248.5,36.73,1.824,2.309,1.987,,434.6,545.1,471.9,1569,1.569
09/11/2013,14:45:00,250,243.8,244.9,26.49,0.031,0.711,0.335,,3.115,102.7,27.32,164.7,0.1647
09/11/2013,14:50:00,249.9,248.7,245.1,34.56,0.673,1.45,0.907,,99.1,305.6,133.1,676.7,0.6767
09/11/2013,14:55:00,249.5,246.4,244,1.18,0,0.011,0,,0,1.213,0,1.213,0.001213
09/11/2013,15:00:00,251,247.8,245.6,0.014,0,0.013,0,,0,1.396,0,1.396,0.001396
09/11/2013,15:05:00,250.9,247.8,245.4,0.027,0,0.016,0,,0,1.665,0,1.665,0.001665
09/11/2013,15:10:00,251,247.8,245.6,0.134,0,0.011,0,,0,1.205,0,1.205,0.001205
09/11/2013,15:15:00,251,247.9,245.5,0.116,0,0.027,0,,0,2.883,0,2.883,0.002883
09/11/2013,15:20:00,251.1,245.1,245.6,7.017,0.059,0.222,0.178,,6.717,20.81,13.32,48.6,0.0486
09/11/2013,15:25:00,251,247.8,245.4,2.304,0,0.025,0,,0,2.668,0,2.668,0.002668
09/11/2013,15:30:00,252.7,247.8,247.7,32.05,2.185,2.612,2.354,,458.7,540.4,488.7,1731,1.731
09/11/2013,15:35:00,253.3,251.7,248.4,37.47,2.196,2.687,2.37,,534.2,654.8,570.2,1781,1.781
09/11/2013,15:40:00,253.4,251.8,248.5,37.42,2.133,2.606,2.292,,517.9,634.1,550.8,1740,1.74
09/11/2013,15:45:00,253.5,252.4,248.6,37.26,1.886,2.361,2.044,,453.1,574.4,487.6,1577,1.577
09/11/2013,15:50:00,253.1,251.6,248.4,37.28,1.861,2.328,2.011,,447,563.3,479.3,1505,1.505
09/11/2013,15:55:00,253.3,252.4,248.5,37.38,1.862,2.327,2.011,,447.3,565.7,480,1501,1.501
09/11/2013,16:00:00,253.1,251.5,248.2,35.6,1.05,1.653,1.314,,191,365.7,251.4,868.7,0.8687
09/11/2013,16:05:00,251.7,245.6,246.2,4.076,0,0.118,0.009,,0.038,11.5,0.426,11.99,0.01199
09/11/2013,16:10:00,252.1,249.8,246.9,18.29,0.009,0.551,0.187,,0.354,76.13,10.07,89.19,0.08919
09/11/2013,16:15:00,251.9,248.6,246.4,1.276,0,0.024,0,,0,2.596,0,2.596,0.002596
09/11/2013,16:20:00,251.6,248.5,246.2,2.433,0,0.019,0,,0,2.079,0,2.079,0.002079
09/11/2013,16:25:00,251.7,248.4,246.1,2.917,0,0.018,0,,0,1.878,0,1.878,0.001878
09/11/2013,16:30:00,251.9,248.7,246.4,2.717,0,0.017,0,,0,1.8,0,1.8,0.0018
09/11/2013,16:35:00,252,248.9,246.5,2.138,0,0.013,0,,0,1.427,0,1.427,0.001427
09/11/2013,16:40:00,251.2,247.8,245.7,1.421,0,0.007,0,,0,0.752,0,0.752,0.000752
09/11/2013,16:45:00,252,248.6,246.5,1.18,0,0.033,0,,0,3.564,0,3.564,0.003564
09/11/2013,16:50:00,252.2,248.8,246.4,1.365,0,0.036,0,,0,3.896,0,3.896,0.003896
09/11/2013,16:55:00,252,248.7,246.4,1.494,0,0.019,0,,0,1.987,0,1.987,0.001987
09/11/2013,17:00:00,252.2,248.8,246.5,1.152,0,0.026,0,,0,2.789,0,2.789,0.002789
09/11/2013,17:05:00,252.1,248.7,246.4,0.168,0,0.018,0,,0,1.899,0,1.899,0.001899
09/11/2013,17:10:00,252.3,248.9,246.4,0.078,0,0.029,0,,0,3.074,0,3.074,0.003074
09/11/2013,17:15:00,252.1,248.8,246.4,0,0,0.039,0,,0,4.304,0,4.304,0.004304
09/11/2013,17:20:00,251.9,248.6,246.3,0,0,0.036,0,,0,3.901,0,3.901,0.003901
09/11/2013,17:25:00,251.5,248.2,245.9,0,0,0.03,0,,0,3.222,0,3.222,0.003222
09/11/2013,17:30:00,251.1,247.8,245.4,0,0,0.048,0,,0,5.24,0,5.24,0.00524
09/11/2013,17:35:00,251.2,247.7,245.4,0,0,0.055,0,,0,6.074,0,6.074,0.006074
09/11/2013,17:40:00,250.9,247.6,245.3,0,0,0.021,0,,0,2.282,0,2.282,0.002282
09/11/2013,17:45:00,250.8,247.3,245,0,0,0.023,0,,0,2.455,0,2.455,0.002455
09/11/2013,17:50:00,250.6,247.2,245,0,0,0.021,0,,0,2.263,0,2.263,0.002263
09/11/2013,17:55:00,250.5,247.1,244.7,0,0,0.041,0,,0,4.383,0,4.383,0.004383
09/11/2013,18:00:00,250.2,246.9,244.5,0,0,0.022,0,,0,2.349,0,2.349,0.002349
09/11/2013,18:05:00,249.6,246.2,243.7,0,0,0.016,0,,0,1.667,0,1.667,0.001667
09/11/2013,18:10:00,251.9,248.6,246,0,0,0.043,0,,0,4.759,0,4.759,0.004759
09/11/2013,18:15:00,251.9,248.5,245.9,0,0,0.053,0,,0,5.877,0,5.877,0.005877
09/11/2013,18:20:00,250.1,246.6,244.2,0,0,0.024,0,,0,2.635,0,2.635,0.002635
09/11/2013,18:25:00,249.7,246.2,244,0,0,0.012,0,,0,1.291,0,1.291,0.001291
09/11/2013,18:30:00,249.9,246.3,244,0,0,0.018,0,,0,1.883,0,1.883,0.001883
09/11/2013,18:35:00,249.8,246.3,244,0,0,0.016,0,,0,1.69,0,1.69,0.00169
09/11/2013,18:40:00,250,246.4,244.1,0,0,0.019,0,,0,2.059,0,2.059,0.002059
09/11/2013,18:45:00,250.1,246.6,244.3,0,0,0.015,0,,0,1.584,0,1.584,0.001584
09/11/2013,18:50:00,250.2,246.6,244.3,0,0,0.022,0,,0,2.286,0,2.286,0.002286
09/11/2013,18:55:00,250.5,246.9,244.5,0,0,0.032,0,,0,3.392,0,3.392,0.003392
09/11/2013,19:00:00,250.6,247,244.6,0,0,0.034,0,,0,3.704,0,3.704,0.003704
09/11/2013,19:05:00,250.8,247.3,244.8,0,0,0.021,0,,0,2.19,0,2.19,0.00219
09/11/2013,19:10:00,250.9,247.3,244.9,0,0,0.02,0,,0,2.187,0,2.187,0.002187
09/11/2013,19:15:00,251.1,247.4,245.1,0,0,0.027,0,,0,2.874,0,2.874,0.002874
09/11/2013,19:20:00,251.3,247.7,245.3,0,0,0.018,0,,0,1.901,0,1.901,0.001901
09/11/2013,19:25:00,251.3,247.7,245.3,0,0,0.023,0,,0,2.487,0,2.487,0.002487
09/11/2013,19:30:00,250.9,247.3,244.9,0,0,0.024,0,,0,2.593,0,2.593,0.002593
09/11/2013,19:35:00,250.1,246.6,244.1,0,0,0.033,0,,0,3.578,0,3.578,0.003578
09/11/2013,19:40:00,249.9,246.4,244.1,0,0,0.017,0,,0,1.794,0,1.794,0.001794
09/11/2013,19:45:00,250,246.4,244.2,0,0,0.017,0,,0,1.77,0,1.77,0.00177
09/11/2013,19:50:00,250.2,246.6,244.3,0,0,0.018,0,,0,1.886,0,1.886,0.001886
09/11/2013,19:55:00,250.3,246.7,244.6,0,0,0.02,0,,0,2.074,0,2.074,0.002074
09/11/2013,20:00:00,250.5,246.8,244.6,0,0,0.018,0,,0,1.99,0,1.99,0.00199
09/11/2013,20:05:00,250.7,247,244.9,0,0,0.04,0,,0,4.281,0,4.281,0.004281
09/11/2013,20:10:00,250.7,247,244.8,0,0,0.023,0,,0,2.451,0,2.451,0.002451
09/11/2013,20:15:00,250.9,247.3,245,0,0,0.023,0,,0,2.484,0,2.484,0.002484
09/11/2013,20:20:00,251.1,247.5,245.2,0,0,0.022,0,,0,2.402,0,2.402,0.002402
09/11/2013,20:25:00,251.3,247.6,245.4,0.004,0,0.02,0,,0,2.102,0,2.102,0.002102
09/11/2013,20:30:00,251.3,247.6,245.5,0.001,0,0.012,0,,0,1.323,0,1.323,0.001323
09/11/2013,20:35:00,251.6,248,245.7,0,0,0.03,0,,0,3.282,0,3.282,0.003282
09/11/2013,20:40:00,251.7,248.1,245.9,0,0,0.02,0,,0,2.199,0,2.199,0.002199
09/11/2013,20:45:00,251.8,248.3,246,0,0,0.025,0,,0,2.658,0,2.658,0.002658
09/11/2013,20:50:00,252,248.4,246.1,0,0,0.021,0,,0,2.197,0,2.197,0.002197
09/11/2013,20:55:00,252.1,248.5,246.2,0,0,0.026,0,,0,2.804,0,2.804,0.002804
09/11/2013,21:00:00,252.1,248.6,246.2,0,0,0.051,0,,0,5.589,0,5.589,0.005589
09/11/2013,21:05:00,251.3,247.7,245.4,0,0,0.066,0,,0,7.38,0,7.38,0.00738
09/11/2013,21:10:00,250.9,247.2,244.9,0,0,0.019,0,,0,2.026,0,2.026,0.002026
09/11/2013,21:15:00,251.1,247.4,245.1,0,0,0.015,0,,0,1.58,0,1.58,0.00158
09/11/2013,21:20:00,251,247.4,245,0,0,0.009,0,,0,1.021,0,1.021,0.001021
09/11/2013,21:25:00,251.2,247.7,245.3,0,0,0.015,0,,0,1.592,0,1.592,0.001592
09/11/2013,21:30:00,250.3,246.8,244.5,0,0,0.012,0,,0,1.289,0,1.289,0.001289
09/11/2013,21:35:00,250.1,246.6,244.4,0,0,0.008,0,,0,0.82,0,0.82,0.00082
09/11/2013,21:40:00,250.2,246.7,244.3,0,0,0.012,0,,0,1.314,0,1.314,0.001314
09/11/2013,21:45:00,250.4,246.7,244.5,0,0,0.02,0,,0,2.077,0,2.077,0.002077
09/11/2013,21:50:00,250.8,247.3,245.1,0,0,0.02,0,,0,2.182,0,2.182,0.002182
09/11/2013,21:55:00,250.9,247.5,245.3,0,0,0.009,0,,0,0.929,0,0.929,0.000929
09/11/2013,22:00:00,251.2,247.8,245.6,0,0,0.006,0,,0,0.65,0,0.65,0.00065
09/11/2013,22:05:00,251.1,247.7,245.4,0,0,0.01,0,,0,1.017,0,1.017,0.001017
09/11/2013,22:10:00,251.3,247.8,245.5,0,0,0.016,0,,0,1.684,0,1.684,0.001684
09/11/2013,22:15:00,251.4,248,245.6,0,0,0.011,0,,0,1.212,0,1.212,0.001212
09/11/2013,22:20:00,251.7,248.3,245.9,0,0,0.013,0,,0,1.408,0,1.408,0.001408
09/11/2013,22:25:00,251.8,248.3,245.9,0,0,0.019,0,,0,1.982,0,1.982,0.001982
09/11/2013,22:30:00,251.5,248,245.6,0,0,0.015,0,,0,1.596,0,1.596,0.001596
09/11/2013,22:35:00,251.6,248.1,245.8,0,0,0.02,0,,0,2.093,0,2.093,0.002093
09/11/2013,22:40:00,251.7,248.2,245.9,0,0,0.014,0,,0,1.516,0,1.516,0.001516
09/11/2013,22:45:00,251.9,248.4,246,0,0,0.02,0,,0,2.179,0,2.179,0.002179
09/11/2013,22:50:00,252.2,248.7,246.6,0,0,0.029,0,,0,3.071,0,3.071,0.003071
09/11/2013,22:55:00,252.4,248.9,246.7,0,0,0.03,0,,0,3.195,0,3.195,0.003195
09/11/2013,23:00:00,251.5,248,245.7,0,0,0.017,0,,0,1.775,0,1.775,0.001775
09/11/2013,23:05:00,251.4,247.9,245.7,0,0,0.016,0,,0,1.675,0,1.675,0.001675
09/11/2013,23:10:00,251.5,248,245.8,0,0,0.016,0,,0,1.706,0,1.706,0.001706
09/11/2013,23:15:00,251.6,248.1,245.8,0,0,0.014,0,,0,1.507,0,1.507,0.001507
09/11/2013,23:20:00,251.4,247.9,245.6,0,0,0.024,0,,0,2.603,0,2.603,0.002603
09/11/2013,23:25:00,251.3,247.8,245.5,0,0,0.015,0,,0,1.592,0,1.592,0.001592
09/11/2013,23:30:00,251.3,247.9,245.5,0,0,0.018,0,,0,1.884,0,1.884,0.001884
09/11/2013,23:35:00,251.2,247.8,245.6,0,0,0.016,0,,0,1.694,0,1.694,0.001694
09/11/2013,23:40:00,251.6,248.1,245.8,0,0,0.012,0,,0,1.315,0,1.315,0.001315
09/11/2013,23:45:00,251.8,248.3,246.1,0.003,0,0.028,0,,0,2.957,0,2.957,0.002957
09/11/2013,23:50:00,252,248.6,246.2,0.004,0,0.012,0,,0,1.33,0,1.33,0.00133
09/11/2013,23:55:00,252.1,248.6,246.3,0,0,0.033,0,,0,3.625,0,3.625,0.003625
10/11/2013,00:00:00,251.9,248.5,246.1,0,0,0.023,0,,0,2.502,0,2.502,0.002502
10/11/2013,00:05:00,252,248.6,246.2,0.001,0,0.024,0,,0,2.609,0,2.609,0.002609
10/11/2013,00:10:00,252.3,248.9,246.5,0,0,0.023,0,,0,2.469,0,2.469,0.002469
10/11/2013,00:15:00,252.6,249.2,246.8,0,0,0.031,0,,0,3.386,0,3.386,0.003386
10/11/2013,00:20:00,250.3,247,244.7,0,0,0.006,0,,0,0.662,0,0.662,0.000662
10/11/2013,00:25:00,252.6,249.2,246.9,0,0,0.021,0,,0,2.308,0,2.308,0.002308
10/11/2013,00:30:00,252.7,249.3,247,0,0,0.026,0,,0,2.831,0,2.831,0.002831
10/11/2013,00:35:00,251.6,248.3,245.9,0,0,0.026,0,,0,2.773,0,2.773,0.002773
10/11/2013,00:40:00,250.2,246.9,244.6,0,0,0.007,0,,0,0.741,0,0.741,0.000741
10/11/2013,00:45:00,251.6,248.3,245.9,0,0,0.03,0,,0,3.276,0,3.276,0.003276
10/11/2013,00:50:00,251.4,248.1,245.7,0,0,0.02,0,,0,2.087,0,2.087,0.002087
10/11/2013,00:55:00,251.8,248.5,246.1,0,0,0.023,0,,0,2.456,0,2.456,0.002456
10/11/2013,01:00:00,251.8,248.6,246.2,0,0,0.019,0,,0,1.998,0,1.998,0.001998
10/11/2013,01:05:00,251.6,248.4,245.8,0,0,0.013,0,,0,1.417,0,1.417,0.001417
10/11/2013,01:10:00,251.7,248.5,245.9,0,0,0.011,0,,0,1.211,0,1.211,0.001211
10/11/2013,01:15:00,251.9,248.6,246.2,0.004,0,0.022,0,,0,2.392,0,2.392,0.002392
10/11/2013,01:20:00,251.8,248.6,246,0,0,0.022,0,,0,2.391,0,2.391,0.002391
10/11/2013,01:25:00,251.9,248.7,246.1,0,0,0.025,0,,0,2.668,0,2.668,0.002668
10/11/2013,01:30:00,251.9,248.7,246,0,0,0.027,0,,0,2.919,0,2.919,0.002919
10/11/2013,01:35:00,252.1,248.8,246.3,0,0,0.025,0,,0,2.709,0,2.709,0.002709
10/11/2013,01:40:00,252.1,248.9,246.2,0,0,0.021,0,,0,2.307,0,2.307,0.002307
10/11/2013,01:45:00,252.3,249,246.5,0,0,0.018,0,,0,1.912,0,1.912,0.001912
10/11/2013,01:50:00,252.1,248.8,246.3,0,0,0.027,0,,0,2.874,0,2.874,0.002874
10/11/2013,01:55:00,252.5,249.1,246.7,0,0,0.016,0,,0,1.715,0,1.715,0.001715
10/11/2013,02:00:00,252.3,249.1,246.6,0,0,0.018,0,,0,1.907,0,1.907,0.001907
10/11/2013,02:05:00,252.6,249.3,246.8,0,0,0.023,0,,0,2.511,0,2.511,0.002511
10/11/2013,02:10:00,252.3,248.9,246.5,0,0,0.035,0,,0,3.821,0,3.821,0.003821
10/11/2013,02:15:00,252.1,248.7,246.3,0,0,0.051,0,,0,5.598,0,5.598,0.005598
10/11/2013,02:20:00,252.3,249,246.5,0,0,0.033,0,,0,3.657,0,3.657,0.003657
10/11/2013,02:25:00,252.4,249,246.5,0,0,0.021,0,,0,2.302,0.052,2.356,0.002356
10/11/2013,02:30:00,252.5,249.2,246.7,0,0,0.017,0,,0,1.802,0,1.802,0.001802
10/11/2013,02:35:00,252.6,249.2,246.7,0,0,0.027,0,,0,2.887,0,2.887,0.002887
10/11/2013,02:40:00,252.5,249.1,246.8,0,0,0.037,0,,0,4.022,0,4.022,0.004022
10/11/2013,02:45:00,252.6,249.2,246.8,0.003,0,0.02,0,,0,2.211,0,2.211,0.002211
10/11/2013,02:50:00,252.6,249.2,246.8,0,0,0.048,0,,0,5.373,0,5.373,0.005373
10/11/2013,02:55:00,252.4,249.1,246.6,0,0,0.033,0,,0,3.64,0,3.64,0.00364
10/11/2013,03:00:00,252.3,249,246.5,0.004,0,0.03,0,,0,3.29,0,3.29,0.00329
10/11/2013,03:05:00,252.1,248.8,246.3,0,0,0.022,0,,0,2.387,0,2.387,0.002387
10/11/2013,03:10:00,252.2,248.8,246.5,0,0,0.02,0,,0,2.092,0,2.092,0.002092
10/11/2013,03:15:00,252.2,249,246.5,0,0,0.022,0,,0,2.374,0,2.374,0.002374
10/11/2013,03:20:00,252.2,248.9,246.4,0,0,0.012,0,,0,1.317,0,1.317,0.001317
10/11/2013,03:25:00,252.3,248.9,246.5,0,0,0.034,0,,0,3.699,0,3.699,0.003699
10/11/2013,03:30:00,252.5,249.1,246.7,0,0,0.035,0,,0,3.802,0,3.802,0.003802
10/11/2013,03:35:00,252.7,249.3,246.8,0,0,0.039,0,,0,4.269,0,4.269,0.004269
10/11/2013,03:40:00,252.5,249.2,246.8,0,0,0.032,0,,0,3.528,0,3.528,0.003528
10/11/2013,03:45:00,252.8,249.4,247.1,0,0,0.037,0,,0,4.018,0,4.018,0.004018
10/11/2013,03:50:00,252.5,249.1,246.7,0,0,0.034,0,,0,3.701,0,3.701,0.003701
10/11/2013,03:55:00,252,248.6,246.3,0,0,0.032,0,,0,3.387,0,3.387,0.003387
10/11/2013,04:00:00,252.3,248.9,246.5,0,0,0.024,0,,0,2.612,0,2.612,0.002612
10/11/2013,04:05:00,252,248.6,246.2,0,0,0.029,0,,0,3.228,0,3.228,0.003228
10/11/2013,04:10:00,252.5,249.1,246.6,0,0,0.03,0,,0,3.263,0,3.263,0.003263
10/11/2013,04:15:00,252.5,249.1,246.7,0.034,0,0.035,0,,0,3.793,0,3.793,0.003793
10/11/2013,04:20:00,252.5,249.2,246.7,0,0,0.027,0,,0,2.896,0,2.896,0.002896
10/11/2013,04:25:00,252.2,248.9,246.5,0,0,0.025,0,,0,2.68,0,2.68,0.00268
10/11/2013,04:30:00,252.4,249,246.6,0,0,0.033,0,,0,3.593,0,3.593,0.003593
10/11/2013,04:35:00,252.6,249.3,246.8,0,0,0.045,0,,0,4.976,0,4.976,0.004976
10/11/2013,04:40:00,252.7,249.2,246.9,0,0,0.046,0,,0,5.087,0,5.087,0.005087
10/11/2013,04:45:00,252.3,248.9,246.4,0,0,0.049,0,,0,5.492,0,5.492,0.005492
10/11/2013,04:50:00,252.3,248.9,246.4,0,0,0.039,0,,0,4.233,0,4.233,0.004233
10/11/2013,04:55:00,252.2,248.9,246.4,0,0,0.019,0,,0,2.017,0,2.017,0.002017
10/11/2013,05:00:00,252.2,248.8,246.4,0,0,0.021,0,,0,2.302,0,2.302,0.002302
10/11/2013,05:05:00,251.9,248.7,246.1,0,0,0.02,0,,0,2.099,0,2.099,0.002099
10/11/2013,05:10:00,251.6,248.2,245.8,0,0,0.018,0,,0,1.919,0,1.919,0.001919
10/11/2013,05:15:00,252.1,248.8,246.4,0,0,0.014,0,,0,1.52,0,1.52,0.00152
10/11/2013,05:20:00,252,248.6,246.2,0,0,0.025,0,,0,2.703,0,2.703,0.002703
10/11/2013,05:25:00,252.1,248.8,246.3,0,0,0.044,0,,0,4.827,0,4.827,0.004827
10/11/2013,05:30:00,252.7,249.3,246.8,0,0,0.036,0,,0,3.929,0,3.929,0.003929
10/11/2013,05:35:00,252.6,249.1,246.7,0,0,0.031,0,,0,3.427,0,3.427,0.003427
10/11/2013,05:40:00,252,248.6,246.3,0,0,0.02,0,,0,2.099,0,2.099,0.002099
10/11/2013,05:45:00,252.3,248.9,246.4,0,0,0.042,0,,0,4.635,0,4.635,0.004635
10/11/2013,05:50:00,251.9,248.6,246.2,0,0,0.033,0,,0,3.551,0,3.551,0.003551
10/11/2013,05:55:00,251.9,248.5,246.1,0,0,0.021,0,,0,2.29,0,2.29,0.00229
10/11/2013,06:00:00,251.7,248.2,245.9,0,0,0.03,0,,0,3.319,0,3.319,0.003319
10/11/2013,06:05:00,251.7,248.3,245.8,0,0,0.058,0,,0,6.381,0,6.381,0.006381
10/11/2013,06:10:00,251.5,248,245.6,0,0,0.046,0,,0,5.028,0,5.028,0.005028
10/11/2013,06:15:00,251.4,247.9,245.5,0,0,0.029,0,,0,3.077,0,3.077,0.003077
10/11/2013,06:20:00,251.7,248.2,245.9,0,0,0.036,0,,0,3.915,0,3.915,0.003915
10/11/2013,06:25:00,251.9,248.5,246.2,0,0,0.032,0,,0,3.505,0,3.505,0.003505
10/11/2013,06:30:00,252.1,248.8,246.4,0,0,0.03,0,,0,3.317,0,3.317,0.003317
10/11/2013,06:35:00,252.1,248.7,246.3,0,0,0.045,0,,0,4.996,0,4.996,0.004996
10/11/2013,06:40:00,252.4,248.9,246.6,0,0,0.151,0,,0,17.94,0,17.94,0.01794
10/11/2013,06:45:00,252.7,249.1,246.7,0,0,0.207,0,,0,25.68,0,25.68,0.02568
10/11/2013,06:50:00,251.7,248.1,245.7,0,0,0.095,0,,0,10.93,0,10.93,0.01093
10/11/2013,06:55:00,252.6,249,246.6,0,0,0.174,0,,0,21.35,0.055,21.42,0.02142
10/11/2013,07:00:00,252.5,249,246.5,0,0,0.084,0,,0,9.577,0,9.577,0.009577
10/11/2013,07:05:00,252.5,248.8,246.5,0,0,0.076,0,,0,8.612,0,8.612,0.008612
10/11/2013,07:10:00,252.1,248.5,246.1,0,0,0.07,0,,0,7.901,0,7.901,0.007901
10/11/2013,07:15:00,251.9,248.3,246,0,0,0.067,0,,0,7.463,0,7.463,0.007463
10/11/2013,07:20:00,252.4,248.9,246.5,0,0,0.09,0,,0,10.2,0,10.2,0.0102
10/11/2013,07:25:00,252.3,248.8,246.4,0,0,0.109,0,,0,12.57,0,12.57,0.01257
10/11/2013,07:30:00,251.9,248.4,245.9,0.002,0,0.107,0,,0,12.34,0,12.34,0.01234
10/11/2013,07:35:00,251.6,248.1,245.7,0.026,0,0.059,0,,0,6.541,0,6.541,0.006541
10/11/2013,07:40:00,252.8,249.4,246.9,0.069,0,0.088,0,,0,10.08,0,10.08,0.01008
10/11/2013,07:45:00,252.7,249.2,246.8,0.129,0,0.062,0,,0,6.943,0,6.943,0.006943
10/11/2013,07:50:00,252.7,249.2,246.7,0.206,0,0.061,0,,0,6.863,0,6.863,0.006863
10/11/2013,07:55:00,252.6,249.2,246.7,0.088,0,0.08,0,,0,9.133,0,9.133,0.009133
10/11/2013,08:00:00,252.6,249.2,246.6,1.533,0,0.068,0,,0,7.729,0,7.729,0.007729
10/11/2013,08:05:00,251.9,248.4,245.9,2.33,0,0.137,0,,0,16.22,0,16.22,0.01622
10/11/2013,08:10:00,252.7,249.1,246.6,2.545,0,0.18,0,,0,21.86,0.057,21.92,0.02192
10/11/2013,08:15:00,252.9,249.4,247,2.607,0,0.102,0,,0,11.85,0,11.85,0.01185
10/11/2013,08:20:00,253,249.5,247,0.816,0,0.095,0,,0,10.85,0,10.85,0.01085
10/11/2013,08:25:00,252.6,248.5,246.7,5.437,0,0.174,0.011,,0,20.64,0.552,21.24,0.02124
10/11/2013,08:30:00,252.4,249.1,246.6,5.97,0.004,0.235,0.181,,0.182,25.59,9.572,35.73,0.03573
10/11/2013,08:35:00,252.2,248.7,246.3,0,0,0.05,0,,0,5.568,0,5.568,0.005568
10/11/2013,08:40:00,252.1,248.7,246.1,1.307,0,0.046,0,,0,5.077,0,5.077,0.005077
10/11/2013,08:45:00,251.9,248.3,245.8,1.87,0,0.089,0,,0,10.12,0,10.12,0.01012
10/11/2013,08:50:00,251.9,248.3,245.8,1.906,0,0.085,0,,0,9.688,0,9.688,0.009688
10/11/2013,08:55:00,251.9,248.3,246,1.374,0,0.061,0,,0,6.861,0,6.861,0.006861
10/11/2013,09:00:00,252.6,249,246.6,0.032,0,0.075,0,,0,8.5,0,8.5,0.0085
10/11/2013,09:05:00,252.5,248.8,246.4,0.004,0,0.043,0,,0,4.795,0,4.795,0.004795
10/11/2013,09:10:00,252.9,249.2,246.8,0,0,0.153,0,,0,18.38,0,18.38,0.01838
10/11/2013,09:15:00,252.8,249.2,246.7,0.152,0,0.078,0,,0,8.852,0,8.852,0.008852
10/11/2013,09:20:00,252.6,249,246.6,1.458,0,0.087,0,,0,9.832,0,9.832,0.009832
10/11/2013,09:25:00,252.6,249,246.5,0.969,0,0.125,0,,0,14.68,0,14.68,0.01468
10/11/2013,09:30:00,252.4,248.8,246.3,0,0,0.099,0,,0,11.39,0,11.39,0.01139
10/11/2013,09:35:00,252.4,246.9,246.4,3.305,0,0.137,0.027,,0.031,14.72,2.362,21.2,0.0212
10/11/2013,09:40:00,251.9,248.8,246.2,7.867,0.006,0.244,0.163,,0.253,27.17,8.48,36.37,0.03637
10/11/2013,09:45:00,252.5,248.9,246.4,0,0,0.067,0,,0,7.477,0,7.477,0.007477
10/11/2013,09:50:00,252.6,248.9,246.5,0,0,0.09,0,,0,10.37,0,10.37,0.01037
10/11/2013,09:55:00,252.4,248.8,246.4,0,0,0.084,0,,0,9.55,0,9.55,0.00955
10/11/2013,10:00:00,252.5,248.9,246.6,0,0,0.084,0,,0,9.575,0,9.575,0.009575
10/11/2013,10:05:00,252.3,248.2,246.4,1.153,0,0.101,0,,0,11.62,0,11.62,0.01162
10/11/2013,10:10:00,252.3,248,246.5,7.419,0.037,0.307,0.19,,3.937,35.51,14.2,63.16,0.06316
10/11/2013,10:15:00,252.1,248.5,246.1,0,0,0.069,0,,0,7.688,0,7.688,0.007688
10/11/2013,10:20:00,252.1,248.6,246.1,0,0,0.069,0,,0,7.702,0,7.702,0.007702
10/11/2013,10:25:00,252.1,248.6,246.2,0,0,0.065,0,,0,7.266,0,7.266,0.007266
10/11/2013,10:30:00,252.2,248.7,246.3,0.109,0,0.063,0,,0,7.073,0,7.073,0.007073
10/11/2013,10:35:00,251.8,248.3,245.9,1.15,0,0.071,0,,0,8.047,0,8.047,0.008047
10/11/2013,10:40:00,251.7,248.1,245.7,0.283,0,0.121,0,,0,14.07,0,14.07,0.01407
10/11/2013,10:45:00,251.5,248,245.6,0,0,0.052,0,,0,5.76,0,5.76,0.00576
10/11/2013,10:50:00,251.5,248.1,245.6,0,0,0.042,0,,0,4.618,0,4.618,0.004618
10/11/2013,10:55:00,252.1,248.6,246.2,0.089,0,0.084,0,,0,9.551,0,9.551,0.009551
10/11/2013,11:00:00,252.3,248.9,246.5,0.161,0,0.041,0,,0,4.569,0,4.569,0.004569
10/11/2013,11:05:00,252.4,248.8,246.4,0,0,0.068,0,,0,7.645,0,7.645,0.007645
10/11/2013,11:10:00,252.6,249.1,246.8,0,0,0.1,0,,0,11.47,0,11.47,0.01147
10/11/2013,11:15:00,252.8,249.2,246.8,0,0,0.112,0,,0,13.11,0,13.11,0.01311
